file,start_month,lead_time,time,number,T2MAX,T2MIN
ecmwf_year-1993_month-01_sfc.nc,1,0,1993-02-01,0,271.89972,261.69116
ecmwf_year-1993_month-01_sfc.nc,1,0,1993-02-01,1,269.85648,260.008
ecmwf_year-1993_month-01_sfc.nc,1,0,1993-02-01,2,272.73193,263.242
ecmwf_year-1993_month-01_sfc.nc,1,0,1993-02-01,3,268.73245,259.82422
ecmwf_year-1993_month-01_sfc.nc,1,0,1993-02-01,4,268.75348,258.57007
ecmwf_year-1993_month-01_sfc.nc,1,0,1993-02-01,5,267.28625,258.41183
ecmwf_year-1993_month-01_sfc.nc,1,0,1993-02-01,6,270.6434,261.09787
ecmwf_year-1993_month-01_sfc.nc,1,0,1993-02-01,7,269.40015,260.45505
ecmwf_year-1993_month-01_sfc.nc,1,0,1993-02-01,8,268.49194,258.62598
ecmwf_year-1993_month-01_sfc.nc,1,0,1993-02-01,9,269.52795,260.5381
ecmwf_year-1993_month-01_sfc.nc,1,0,1993-02-01,10,270.80634,261.8861
ecmwf_year-1993_month-01_sfc.nc,1,0,1993-02-01,11,270.07007,260.9058
ecmwf_year-1993_month-01_sfc.nc,1,0,1993-02-01,12,271.63547,262.61276
ecmwf_year-1993_month-01_sfc.nc,1,0,1993-02-01,13,269.93674,260.21906
ecmwf_year-1993_month-01_sfc.nc,1,0,1993-02-01,14,267.57285,257.3756
ecmwf_year-1993_month-01_sfc.nc,1,0,1993-02-01,15,266.72165,257.1626
ecmwf_year-1993_month-01_sfc.nc,1,0,1993-02-01,16,271.21948,261.98727
ecmwf_year-1993_month-01_sfc.nc,1,0,1993-02-01,17,271.40683,262.2984
ecmwf_year-1993_month-01_sfc.nc,1,0,1993-02-01,18,270.5743,260.80765
ecmwf_year-1993_month-01_sfc.nc,1,0,1993-02-01,19,268.8558,259.17676
ecmwf_year-1993_month-01_sfc.nc,1,0,1993-02-01,20,270.57373,260.86166
ecmwf_year-1993_month-01_sfc.nc,1,0,1993-02-01,21,266.62366,257.1626
ecmwf_year-1993_month-01_sfc.nc,1,0,1993-02-01,22,268.0694,258.46893
ecmwf_year-1993_month-01_sfc.nc,1,0,1993-02-01,23,275.50568,266.0625
ecmwf_year-1993_month-01_sfc.nc,1,0,1993-02-01,24,267.5218,258.587
ecmwf_year-1993_month-01_sfc.nc,1,0,1993-02-01,25,,
ecmwf_year-1993_month-01_sfc.nc,1,0,1993-02-01,26,,
ecmwf_year-1993_month-01_sfc.nc,1,0,1993-02-01,27,,
ecmwf_year-1993_month-01_sfc.nc,1,0,1993-02-01,28,,
ecmwf_year-1993_month-01_sfc.nc,1,0,1993-02-01,29,,
ecmwf_year-1993_month-01_sfc.nc,1,0,1993-02-01,30,,
ecmwf_year-1993_month-01_sfc.nc,1,0,1993-02-01,31,,
ecmwf_year-1993_month-01_sfc.nc,1,0,1993-02-01,32,,
ecmwf_year-1993_month-01_sfc.nc,1,0,1993-02-01,33,,
ecmwf_year-1993_month-01_sfc.nc,1,0,1993-02-01,34,,
ecmwf_year-1993_month-01_sfc.nc,1,0,1993-02-01,35,,
ecmwf_year-1993_month-01_sfc.nc,1,0,1993-02-01,36,,
ecmwf_year-1993_month-01_sfc.nc,1,0,1993-02-01,37,,
ecmwf_year-1993_month-01_sfc.nc,1,0,1993-02-01,38,,
ecmwf_year-1993_month-01_sfc.nc,1,0,1993-02-01,39,,
ecmwf_year-1993_month-01_sfc.nc,1,0,1993-02-01,40,,
ecmwf_year-1993_month-01_sfc.nc,1,0,1993-02-01,41,,
ecmwf_year-1993_month-01_sfc.nc,1,0,1993-02-01,42,,
ecmwf_year-1993_month-01_sfc.nc,1,0,1993-02-01,43,,
ecmwf_year-1993_month-01_sfc.nc,1,0,1993-02-01,44,,
ecmwf_year-1993_month-01_sfc.nc,1,0,1993-02-01,45,,
ecmwf_year-1993_month-01_sfc.nc,1,0,1993-02-01,46,,
ecmwf_year-1993_month-01_sfc.nc,1,0,1993-02-01,47,,
ecmwf_year-1993_month-01_sfc.nc,1,0,1993-02-01,48,,
ecmwf_year-1993_month-01_sfc.nc,1,0,1993-02-01,49,,
ecmwf_year-1993_month-01_sfc.nc,1,0,1993-02-01,50,,
ecmwf_year-1993_month-01_sfc.nc,1,1,1993-03-01,0,276.5325,265.57346
ecmwf_year-1993_month-01_sfc.nc,1,1,1993-03-01,1,282.03806,271.11108
ecmwf_year-1993_month-01_sfc.nc,1,1,1993-03-01,2,273.60382,262.51544
ecmwf_year-1993_month-01_sfc.nc,1,1,1993-03-01,3,268.6127,257.92493
ecmwf_year-1993_month-01_sfc.nc,1,1,1993-03-01,4,273.77582,263.24554
ecmwf_year-1993_month-01_sfc.nc,1,1,1993-03-01,5,274.49207,265.3014
ecmwf_year-1993_month-01_sfc.nc,1,1,1993-03-01,6,271.7082,262.25394
ecmwf_year-1993_month-01_sfc.nc,1,1,1993-03-01,7,274.86844,264.92972
ecmwf_year-1993_month-01_sfc.nc,1,1,1993-03-01,8,275.23807,264.5212
ecmwf_year-1993_month-01_sfc.nc,1,1,1993-03-01,9,272.05493,261.07617
ecmwf_year-1993_month-01_sfc.nc,1,1,1993-03-01,10,271.53436,260.73196
ecmwf_year-1993_month-01_sfc.nc,1,1,1993-03-01,11,276.73706,267.63705
ecmwf_year-1993_month-01_sfc.nc,1,1,1993-03-01,12,273.70502,264.40115
ecmwf_year-1993_month-01_sfc.nc,1,1,1993-03-01,13,271.44525,262.26028
ecmwf_year-1993_month-01_sfc.nc,1,1,1993-03-01,14,274.39526,263.25684
ecmwf_year-1993_month-01_sfc.nc,1,1,1993-03-01,15,265.2704,254.65106
ecmwf_year-1993_month-01_sfc.nc,1,1,1993-03-01,16,274.07526,264.2753
ecmwf_year-1993_month-01_sfc.nc,1,1,1993-03-01,17,275.22543,265.06226
ecmwf_year-1993_month-01_sfc.nc,1,1,1993-03-01,18,275.98978,265.40082
ecmwf_year-1993_month-01_sfc.nc,1,1,1993-03-01,19,274.60254,264.3813
ecmwf_year-1993_month-01_sfc.nc,1,1,1993-03-01,20,275.92407,265.3398
ecmwf_year-1993_month-01_sfc.nc,1,1,1993-03-01,21,275.17523,265.913
ecmwf_year-1993_month-01_sfc.nc,1,1,1993-03-01,22,276.71875,267.71375
ecmwf_year-1993_month-01_sfc.nc,1,1,1993-03-01,23,278.4277,268.0004
ecmwf_year-1993_month-01_sfc.nc,1,1,1993-03-01,24,279.08032,268.59225
ecmwf_year-1993_month-01_sfc.nc,1,1,1993-03-01,25,,
ecmwf_year-1993_month-01_sfc.nc,1,1,1993-03-01,26,,
ecmwf_year-1993_month-01_sfc.nc,1,1,1993-03-01,27,,
ecmwf_year-1993_month-01_sfc.nc,1,1,1993-03-01,28,,
ecmwf_year-1993_month-01_sfc.nc,1,1,1993-03-01,29,,
ecmwf_year-1993_month-01_sfc.nc,1,1,1993-03-01,30,,
ecmwf_year-1993_month-01_sfc.nc,1,1,1993-03-01,31,,
ecmwf_year-1993_month-01_sfc.nc,1,1,1993-03-01,32,,
ecmwf_year-1993_month-01_sfc.nc,1,1,1993-03-01,33,,
ecmwf_year-1993_month-01_sfc.nc,1,1,1993-03-01,34,,
ecmwf_year-1993_month-01_sfc.nc,1,1,1993-03-01,35,,
ecmwf_year-1993_month-01_sfc.nc,1,1,1993-03-01,36,,
ecmwf_year-1993_month-01_sfc.nc,1,1,1993-03-01,37,,
ecmwf_year-1993_month-01_sfc.nc,1,1,1993-03-01,38,,
ecmwf_year-1993_month-01_sfc.nc,1,1,1993-03-01,39,,
ecmwf_year-1993_month-01_sfc.nc,1,1,1993-03-01,40,,
ecmwf_year-1993_month-01_sfc.nc,1,1,1993-03-01,41,,
ecmwf_year-1993_month-01_sfc.nc,1,1,1993-03-01,42,,
ecmwf_year-1993_month-01_sfc.nc,1,1,1993-03-01,43,,
ecmwf_year-1993_month-01_sfc.nc,1,1,1993-03-01,44,,
ecmwf_year-1993_month-01_sfc.nc,1,1,1993-03-01,45,,
ecmwf_year-1993_month-01_sfc.nc,1,1,1993-03-01,46,,
ecmwf_year-1993_month-01_sfc.nc,1,1,1993-03-01,47,,
ecmwf_year-1993_month-01_sfc.nc,1,1,1993-03-01,48,,
ecmwf_year-1993_month-01_sfc.nc,1,1,1993-03-01,49,,
ecmwf_year-1993_month-01_sfc.nc,1,1,1993-03-01,50,,
ecmwf_year-1993_month-01_sfc.nc,1,2,1993-04-01,0,281.75858,270.3546
ecmwf_year-1993_month-01_sfc.nc,1,2,1993-04-01,1,280.35037,268.577
ecmwf_year-1993_month-01_sfc.nc,1,2,1993-04-01,2,279.48743,268.56366
ecmwf_year-1993_month-01_sfc.nc,1,2,1993-04-01,3,282.40256,271.38202
ecmwf_year-1993_month-01_sfc.nc,1,2,1993-04-01,4,285.0844,274.07394
ecmwf_year-1993_month-01_sfc.nc,1,2,1993-04-01,5,279.69342,270.60974
ecmwf_year-1993_month-01_sfc.nc,1,2,1993-04-01,6,275.68967,265.60278
ecmwf_year-1993_month-01_sfc.nc,1,2,1993-04-01,7,279.7655,269.63556
ecmwf_year-1993_month-01_sfc.nc,1,2,1993-04-01,8,280.27792,270.0227
ecmwf_year-1993_month-01_sfc.nc,1,2,1993-04-01,9,278.4954,268.4713
ecmwf_year-1993_month-01_sfc.nc,1,2,1993-04-01,10,274.4344,265.2409
ecmwf_year-1993_month-01_sfc.nc,1,2,1993-04-01,11,280.29803,269.80057
ecmwf_year-1993_month-01_sfc.nc,1,2,1993-04-01,12,280.51105,268.98303
ecmwf_year-1993_month-01_sfc.nc,1,2,1993-04-01,13,275.00653,265.59235
ecmwf_year-1993_month-01_sfc.nc,1,2,1993-04-01,14,272.56973,262.44788
ecmwf_year-1993_month-01_sfc.nc,1,2,1993-04-01,15,277.9241,266.69302
ecmwf_year-1993_month-01_sfc.nc,1,2,1993-04-01,16,278.97305,268.9919
ecmwf_year-1993_month-01_sfc.nc,1,2,1993-04-01,17,282.63504,273.2067
ecmwf_year-1993_month-01_sfc.nc,1,2,1993-04-01,18,277.2412,267.2715
ecmwf_year-1993_month-01_sfc.nc,1,2,1993-04-01,19,283.08218,271.21844
ecmwf_year-1993_month-01_sfc.nc,1,2,1993-04-01,20,276.2153,266.51038
ecmwf_year-1993_month-01_sfc.nc,1,2,1993-04-01,21,282.13565,270.62268
ecmwf_year-1993_month-01_sfc.nc,1,2,1993-04-01,22,280.24582,269.73862
ecmwf_year-1993_month-01_sfc.nc,1,2,1993-04-01,23,282.63663,270.66022
ecmwf_year-1993_month-01_sfc.nc,1,2,1993-04-01,24,279.73755,270.81384
ecmwf_year-1993_month-01_sfc.nc,1,2,1993-04-01,25,,
ecmwf_year-1993_month-01_sfc.nc,1,2,1993-04-01,26,,
ecmwf_year-1993_month-01_sfc.nc,1,2,1993-04-01,27,,
ecmwf_year-1993_month-01_sfc.nc,1,2,1993-04-01,28,,
ecmwf_year-1993_month-01_sfc.nc,1,2,1993-04-01,29,,
ecmwf_year-1993_month-01_sfc.nc,1,2,1993-04-01,30,,
ecmwf_year-1993_month-01_sfc.nc,1,2,1993-04-01,31,,
ecmwf_year-1993_month-01_sfc.nc,1,2,1993-04-01,32,,
ecmwf_year-1993_month-01_sfc.nc,1,2,1993-04-01,33,,
ecmwf_year-1993_month-01_sfc.nc,1,2,1993-04-01,34,,
ecmwf_year-1993_month-01_sfc.nc,1,2,1993-04-01,35,,
ecmwf_year-1993_month-01_sfc.nc,1,2,1993-04-01,36,,
ecmwf_year-1993_month-01_sfc.nc,1,2,1993-04-01,37,,
ecmwf_year-1993_month-01_sfc.nc,1,2,1993-04-01,38,,
ecmwf_year-1993_month-01_sfc.nc,1,2,1993-04-01,39,,
ecmwf_year-1993_month-01_sfc.nc,1,2,1993-04-01,40,,
ecmwf_year-1993_month-01_sfc.nc,1,2,1993-04-01,41,,
ecmwf_year-1993_month-01_sfc.nc,1,2,1993-04-01,42,,
ecmwf_year-1993_month-01_sfc.nc,1,2,1993-04-01,43,,
ecmwf_year-1993_month-01_sfc.nc,1,2,1993-04-01,44,,
ecmwf_year-1993_month-01_sfc.nc,1,2,1993-04-01,45,,
ecmwf_year-1993_month-01_sfc.nc,1,2,1993-04-01,46,,
ecmwf_year-1993_month-01_sfc.nc,1,2,1993-04-01,47,,
ecmwf_year-1993_month-01_sfc.nc,1,2,1993-04-01,48,,
ecmwf_year-1993_month-01_sfc.nc,1,2,1993-04-01,49,,
ecmwf_year-1993_month-01_sfc.nc,1,2,1993-04-01,50,,
ecmwf_year-1993_month-01_sfc.nc,1,3,1993-05-01,0,284.25165,272.90094
ecmwf_year-1993_month-01_sfc.nc,1,3,1993-05-01,1,288.06903,277.34842
ecmwf_year-1993_month-01_sfc.nc,1,3,1993-05-01,2,286.24536,275.90775
ecmwf_year-1993_month-01_sfc.nc,1,3,1993-05-01,3,287.18524,275.38657
ecmwf_year-1993_month-01_sfc.nc,1,3,1993-05-01,4,286.45966,275.38068
ecmwf_year-1993_month-01_sfc.nc,1,3,1993-05-01,5,285.99396,275.54694
ecmwf_year-1993_month-01_sfc.nc,1,3,1993-05-01,6,283.6045,273.17953
ecmwf_year-1993_month-01_sfc.nc,1,3,1993-05-01,7,285.4151,274.48996
ecmwf_year-1993_month-01_sfc.nc,1,3,1993-05-01,8,285.97458,275.9323
ecmwf_year-1993_month-01_sfc.nc,1,3,1993-05-01,9,283.5625,272.75046
ecmwf_year-1993_month-01_sfc.nc,1,3,1993-05-01,10,285.28357,274.77936
ecmwf_year-1993_month-01_sfc.nc,1,3,1993-05-01,11,285.63165,275.08798
ecmwf_year-1993_month-01_sfc.nc,1,3,1993-05-01,12,286.98474,276.3536
ecmwf_year-1993_month-01_sfc.nc,1,3,1993-05-01,13,287.94986,276.08487
ecmwf_year-1993_month-01_sfc.nc,1,3,1993-05-01,14,285.17606,274.0244
ecmwf_year-1993_month-01_sfc.nc,1,3,1993-05-01,15,286.87253,275.48868
ecmwf_year-1993_month-01_sfc.nc,1,3,1993-05-01,16,285.9963,275.69345
ecmwf_year-1993_month-01_sfc.nc,1,3,1993-05-01,17,285.56555,275.43488
ecmwf_year-1993_month-01_sfc.nc,1,3,1993-05-01,18,286.20142,274.28003
ecmwf_year-1993_month-01_sfc.nc,1,3,1993-05-01,19,288.5174,277.32712
ecmwf_year-1993_month-01_sfc.nc,1,3,1993-05-01,20,288.05188,276.81836
ecmwf_year-1993_month-01_sfc.nc,1,3,1993-05-01,21,287.65363,277.2679
ecmwf_year-1993_month-01_sfc.nc,1,3,1993-05-01,22,289.35602,278.77417
ecmwf_year-1993_month-01_sfc.nc,1,3,1993-05-01,23,284.57822,273.9908
ecmwf_year-1993_month-01_sfc.nc,1,3,1993-05-01,24,285.33667,274.70477
ecmwf_year-1993_month-01_sfc.nc,1,3,1993-05-01,25,,
ecmwf_year-1993_month-01_sfc.nc,1,3,1993-05-01,26,,
ecmwf_year-1993_month-01_sfc.nc,1,3,1993-05-01,27,,
ecmwf_year-1993_month-01_sfc.nc,1,3,1993-05-01,28,,
ecmwf_year-1993_month-01_sfc.nc,1,3,1993-05-01,29,,
ecmwf_year-1993_month-01_sfc.nc,1,3,1993-05-01,30,,
ecmwf_year-1993_month-01_sfc.nc,1,3,1993-05-01,31,,
ecmwf_year-1993_month-01_sfc.nc,1,3,1993-05-01,32,,
ecmwf_year-1993_month-01_sfc.nc,1,3,1993-05-01,33,,
ecmwf_year-1993_month-01_sfc.nc,1,3,1993-05-01,34,,
ecmwf_year-1993_month-01_sfc.nc,1,3,1993-05-01,35,,
ecmwf_year-1993_month-01_sfc.nc,1,3,1993-05-01,36,,
ecmwf_year-1993_month-01_sfc.nc,1,3,1993-05-01,37,,
ecmwf_year-1993_month-01_sfc.nc,1,3,1993-05-01,38,,
ecmwf_year-1993_month-01_sfc.nc,1,3,1993-05-01,39,,
ecmwf_year-1993_month-01_sfc.nc,1,3,1993-05-01,40,,
ecmwf_year-1993_month-01_sfc.nc,1,3,1993-05-01,41,,
ecmwf_year-1993_month-01_sfc.nc,1,3,1993-05-01,42,,
ecmwf_year-1993_month-01_sfc.nc,1,3,1993-05-01,43,,
ecmwf_year-1993_month-01_sfc.nc,1,3,1993-05-01,44,,
ecmwf_year-1993_month-01_sfc.nc,1,3,1993-05-01,45,,
ecmwf_year-1993_month-01_sfc.nc,1,3,1993-05-01,46,,
ecmwf_year-1993_month-01_sfc.nc,1,3,1993-05-01,47,,
ecmwf_year-1993_month-01_sfc.nc,1,3,1993-05-01,48,,
ecmwf_year-1993_month-01_sfc.nc,1,3,1993-05-01,49,,
ecmwf_year-1993_month-01_sfc.nc,1,3,1993-05-01,50,,
ecmwf_year-1993_month-01_sfc.nc,1,4,1993-06-01,0,292.75735,282.56534
ecmwf_year-1993_month-01_sfc.nc,1,4,1993-06-01,1,293.94623,282.6038
ecmwf_year-1993_month-01_sfc.nc,1,4,1993-06-01,2,292.21228,282.0468
ecmwf_year-1993_month-01_sfc.nc,1,4,1993-06-01,3,291.3921,280.64508
ecmwf_year-1993_month-01_sfc.nc,1,4,1993-06-01,4,290.57626,280.53247
ecmwf_year-1993_month-01_sfc.nc,1,4,1993-06-01,5,291.95248,281.72784
ecmwf_year-1993_month-01_sfc.nc,1,4,1993-06-01,6,288.81345,278.13596
ecmwf_year-1993_month-01_sfc.nc,1,4,1993-06-01,7,291.85962,281.77963
ecmwf_year-1993_month-01_sfc.nc,1,4,1993-06-01,8,290.58115,280.42075
ecmwf_year-1993_month-01_sfc.nc,1,4,1993-06-01,9,294.56226,284.01944
ecmwf_year-1993_month-01_sfc.nc,1,4,1993-06-01,10,291.4687,281.57272
ecmwf_year-1993_month-01_sfc.nc,1,4,1993-06-01,11,290.35632,279.8445
ecmwf_year-1993_month-01_sfc.nc,1,4,1993-06-01,12,289.87262,279.42917
ecmwf_year-1993_month-01_sfc.nc,1,4,1993-06-01,13,293.97382,284.15295
ecmwf_year-1993_month-01_sfc.nc,1,4,1993-06-01,14,292.2924,282.24762
ecmwf_year-1993_month-01_sfc.nc,1,4,1993-06-01,15,293.0519,281.98163
ecmwf_year-1993_month-01_sfc.nc,1,4,1993-06-01,16,290.63364,280.47272
ecmwf_year-1993_month-01_sfc.nc,1,4,1993-06-01,17,293.62576,283.37424
ecmwf_year-1993_month-01_sfc.nc,1,4,1993-06-01,18,292.2123,281.23532
ecmwf_year-1993_month-01_sfc.nc,1,4,1993-06-01,19,292.00748,281.1176
ecmwf_year-1993_month-01_sfc.nc,1,4,1993-06-01,20,293.9332,282.63797
ecmwf_year-1993_month-01_sfc.nc,1,4,1993-06-01,21,292.4883,282.27094
ecmwf_year-1993_month-01_sfc.nc,1,4,1993-06-01,22,292.342,282.35757
ecmwf_year-1993_month-01_sfc.nc,1,4,1993-06-01,23,290.70245,280.65115
ecmwf_year-1993_month-01_sfc.nc,1,4,1993-06-01,24,293.55127,282.91885
ecmwf_year-1993_month-01_sfc.nc,1,4,1993-06-01,25,,
ecmwf_year-1993_month-01_sfc.nc,1,4,1993-06-01,26,,
ecmwf_year-1993_month-01_sfc.nc,1,4,1993-06-01,27,,
ecmwf_year-1993_month-01_sfc.nc,1,4,1993-06-01,28,,
ecmwf_year-1993_month-01_sfc.nc,1,4,1993-06-01,29,,
ecmwf_year-1993_month-01_sfc.nc,1,4,1993-06-01,30,,
ecmwf_year-1993_month-01_sfc.nc,1,4,1993-06-01,31,,
ecmwf_year-1993_month-01_sfc.nc,1,4,1993-06-01,32,,
ecmwf_year-1993_month-01_sfc.nc,1,4,1993-06-01,33,,
ecmwf_year-1993_month-01_sfc.nc,1,4,1993-06-01,34,,
ecmwf_year-1993_month-01_sfc.nc,1,4,1993-06-01,35,,
ecmwf_year-1993_month-01_sfc.nc,1,4,1993-06-01,36,,
ecmwf_year-1993_month-01_sfc.nc,1,4,1993-06-01,37,,
ecmwf_year-1993_month-01_sfc.nc,1,4,1993-06-01,38,,
ecmwf_year-1993_month-01_sfc.nc,1,4,1993-06-01,39,,
ecmwf_year-1993_month-01_sfc.nc,1,4,1993-06-01,40,,
ecmwf_year-1993_month-01_sfc.nc,1,4,1993-06-01,41,,
ecmwf_year-1993_month-01_sfc.nc,1,4,1993-06-01,42,,
ecmwf_year-1993_month-01_sfc.nc,1,4,1993-06-01,43,,
ecmwf_year-1993_month-01_sfc.nc,1,4,1993-06-01,44,,
ecmwf_year-1993_month-01_sfc.nc,1,4,1993-06-01,45,,
ecmwf_year-1993_month-01_sfc.nc,1,4,1993-06-01,46,,
ecmwf_year-1993_month-01_sfc.nc,1,4,1993-06-01,47,,
ecmwf_year-1993_month-01_sfc.nc,1,4,1993-06-01,48,,
ecmwf_year-1993_month-01_sfc.nc,1,4,1993-06-01,49,,
ecmwf_year-1993_month-01_sfc.nc,1,4,1993-06-01,50,,
ecmwf_year-1993_month-01_sfc.nc,1,5,1993-07-01,0,296.89896,287.40756
ecmwf_year-1993_month-01_sfc.nc,1,5,1993-07-01,1,296.33936,286.74222
ecmwf_year-1993_month-01_sfc.nc,1,5,1993-07-01,2,296.26697,286.99478
ecmwf_year-1993_month-01_sfc.nc,1,5,1993-07-01,3,296.99152,287.1321
ecmwf_year-1993_month-01_sfc.nc,1,5,1993-07-01,4,299.053,288.62875
ecmwf_year-1993_month-01_sfc.nc,1,5,1993-07-01,5,298.3901,287.94626
ecmwf_year-1993_month-01_sfc.nc,1,5,1993-07-01,6,296.2181,286.22314
ecmwf_year-1993_month-01_sfc.nc,1,5,1993-07-01,7,297.5752,287.48056
ecmwf_year-1993_month-01_sfc.nc,1,5,1993-07-01,8,295.5466,285.74045
ecmwf_year-1993_month-01_sfc.nc,1,5,1993-07-01,9,298.57446,287.72867
ecmwf_year-1993_month-01_sfc.nc,1,5,1993-07-01,10,297.80978,287.85864
ecmwf_year-1993_month-01_sfc.nc,1,5,1993-07-01,11,296.9594,286.86774
ecmwf_year-1993_month-01_sfc.nc,1,5,1993-07-01,12,295.27072,285.91333
ecmwf_year-1993_month-01_sfc.nc,1,5,1993-07-01,13,297.45908,287.1919
ecmwf_year-1993_month-01_sfc.nc,1,5,1993-07-01,14,297.59238,287.90826
ecmwf_year-1993_month-01_sfc.nc,1,5,1993-07-01,15,298.37698,287.9614
ecmwf_year-1993_month-01_sfc.nc,1,5,1993-07-01,16,296.70682,287.18372
ecmwf_year-1993_month-01_sfc.nc,1,5,1993-07-01,17,298.631,288.413
ecmwf_year-1993_month-01_sfc.nc,1,5,1993-07-01,18,297.21634,287.41476
ecmwf_year-1993_month-01_sfc.nc,1,5,1993-07-01,19,301.26385,289.79636
ecmwf_year-1993_month-01_sfc.nc,1,5,1993-07-01,20,296.37753,286.36002
ecmwf_year-1993_month-01_sfc.nc,1,5,1993-07-01,21,297.9422,288.00522
ecmwf_year-1993_month-01_sfc.nc,1,5,1993-07-01,22,297.3365,287.39056
ecmwf_year-1993_month-01_sfc.nc,1,5,1993-07-01,23,296.06982,286.16168
ecmwf_year-1993_month-01_sfc.nc,1,5,1993-07-01,24,298.26254,288.1751
ecmwf_year-1993_month-01_sfc.nc,1,5,1993-07-01,25,,
ecmwf_year-1993_month-01_sfc.nc,1,5,1993-07-01,26,,
ecmwf_year-1993_month-01_sfc.nc,1,5,1993-07-01,27,,
ecmwf_year-1993_month-01_sfc.nc,1,5,1993-07-01,28,,
ecmwf_year-1993_month-01_sfc.nc,1,5,1993-07-01,29,,
ecmwf_year-1993_month-01_sfc.nc,1,5,1993-07-01,30,,
ecmwf_year-1993_month-01_sfc.nc,1,5,1993-07-01,31,,
ecmwf_year-1993_month-01_sfc.nc,1,5,1993-07-01,32,,
ecmwf_year-1993_month-01_sfc.nc,1,5,1993-07-01,33,,
ecmwf_year-1993_month-01_sfc.nc,1,5,1993-07-01,34,,
ecmwf_year-1993_month-01_sfc.nc,1,5,1993-07-01,35,,
ecmwf_year-1993_month-01_sfc.nc,1,5,1993-07-01,36,,
ecmwf_year-1993_month-01_sfc.nc,1,5,1993-07-01,37,,
ecmwf_year-1993_month-01_sfc.nc,1,5,1993-07-01,38,,
ecmwf_year-1993_month-01_sfc.nc,1,5,1993-07-01,39,,
ecmwf_year-1993_month-01_sfc.nc,1,5,1993-07-01,40,,
ecmwf_year-1993_month-01_sfc.nc,1,5,1993-07-01,41,,
ecmwf_year-1993_month-01_sfc.nc,1,5,1993-07-01,42,,
ecmwf_year-1993_month-01_sfc.nc,1,5,1993-07-01,43,,
ecmwf_year-1993_month-01_sfc.nc,1,5,1993-07-01,44,,
ecmwf_year-1993_month-01_sfc.nc,1,5,1993-07-01,45,,
ecmwf_year-1993_month-01_sfc.nc,1,5,1993-07-01,46,,
ecmwf_year-1993_month-01_sfc.nc,1,5,1993-07-01,47,,
ecmwf_year-1993_month-01_sfc.nc,1,5,1993-07-01,48,,
ecmwf_year-1993_month-01_sfc.nc,1,5,1993-07-01,49,,
ecmwf_year-1993_month-01_sfc.nc,1,5,1993-07-01,50,,
ecmwf_year-1994_month-01_sfc.nc,1,0,1994-02-01,0,268.65198,259.13382
ecmwf_year-1994_month-01_sfc.nc,1,0,1994-02-01,1,271.44867,261.5291
ecmwf_year-1994_month-01_sfc.nc,1,0,1994-02-01,2,264.73196,255.07675
ecmwf_year-1994_month-01_sfc.nc,1,0,1994-02-01,3,271.63046,261.79422
ecmwf_year-1994_month-01_sfc.nc,1,0,1994-02-01,4,274.48325,264.6382
ecmwf_year-1994_month-01_sfc.nc,1,0,1994-02-01,5,272.31744,262.9691
ecmwf_year-1994_month-01_sfc.nc,1,0,1994-02-01,6,268.8662,258.02225
ecmwf_year-1994_month-01_sfc.nc,1,0,1994-02-01,7,273.0897,262.92865
ecmwf_year-1994_month-01_sfc.nc,1,0,1994-02-01,8,270.10736,259.9701
ecmwf_year-1994_month-01_sfc.nc,1,0,1994-02-01,9,274.8764,264.8491
ecmwf_year-1994_month-01_sfc.nc,1,0,1994-02-01,10,267.98627,257.55295
ecmwf_year-1994_month-01_sfc.nc,1,0,1994-02-01,11,269.97293,259.67514
ecmwf_year-1994_month-01_sfc.nc,1,0,1994-02-01,12,270.30978,261.44012
ecmwf_year-1994_month-01_sfc.nc,1,0,1994-02-01,13,270.6616,260.93253
ecmwf_year-1994_month-01_sfc.nc,1,0,1994-02-01,14,271.15112,261.46082
ecmwf_year-1994_month-01_sfc.nc,1,0,1994-02-01,15,265.82635,256.2724
ecmwf_year-1994_month-01_sfc.nc,1,0,1994-02-01,16,271.17087,261.22824
ecmwf_year-1994_month-01_sfc.nc,1,0,1994-02-01,17,271.1852,260.54883
ecmwf_year-1994_month-01_sfc.nc,1,0,1994-02-01,18,272.3609,262.2368
ecmwf_year-1994_month-01_sfc.nc,1,0,1994-02-01,19,274.24515,264.1236
ecmwf_year-1994_month-01_sfc.nc,1,0,1994-02-01,20,267.6845,258.7043
ecmwf_year-1994_month-01_sfc.nc,1,0,1994-02-01,21,273.3784,263.2713
ecmwf_year-1994_month-01_sfc.nc,1,0,1994-02-01,22,267.3552,258.49374
ecmwf_year-1994_month-01_sfc.nc,1,0,1994-02-01,23,272.86395,262.37476
ecmwf_year-1994_month-01_sfc.nc,1,0,1994-02-01,24,272.55392,262.70877
ecmwf_year-1994_month-01_sfc.nc,1,0,1994-02-01,25,,
ecmwf_year-1994_month-01_sfc.nc,1,0,1994-02-01,26,,
ecmwf_year-1994_month-01_sfc.nc,1,0,1994-02-01,27,,
ecmwf_year-1994_month-01_sfc.nc,1,0,1994-02-01,28,,
ecmwf_year-1994_month-01_sfc.nc,1,0,1994-02-01,29,,
ecmwf_year-1994_month-01_sfc.nc,1,0,1994-02-01,30,,
ecmwf_year-1994_month-01_sfc.nc,1,0,1994-02-01,31,,
ecmwf_year-1994_month-01_sfc.nc,1,0,1994-02-01,32,,
ecmwf_year-1994_month-01_sfc.nc,1,0,1994-02-01,33,,
