start_month,lead_time,ensemble,variable,correlation,p33,p50,p66,category
1,0,22,T2MIN,0.024191797095492264,0.026460772990582755,0.08917923778406103,0.17390493992572026,problematic
1,0,23,T2MAX,-0.15746580328246798,-0.2976824957588974,-0.13865697631918592,-0.0070988772130405305,acceptable
1,0,23,T2MIN,0.045405076596532784,0.026460772990582755,0.08917923778406103,0.17390493992572026,acceptable
1,0,24,T2MAX,-0.3183518306254651,-0.2976824957588974,-0.13865697631918592,-0.0070988772130405305,problematic
1,0,24,T2MIN,-0.011376509016983102,0.026460772990582755,0.08917923778406103,0.17390493992572026,problematic
1,0,25,T2MAX,-0.2438746244957392,-0.2976824957588974,-0.13865697631918592,-0.0070988772130405305,acceptable
1,0,25,T2MIN,0.07524525465948202,0.026460772990582755,0.08917923778406103,0.17390493992572026,acceptable
1,0,26,T2MAX,-0.5293283345537074,-0.2976824957588974,-0.13865697631918592,-0.0070988772130405305,problematic
1,0,26,T2MIN,-0.26137109623749727,0.026460772990582755,0.08917923778406103,0.17390493992572026,problematic
1,0,27,T2MAX,-0.7118124734346134,-0.2976824957588974,-0.13865697631918592,-0.0070988772130405305,problematic
1,0,27,T2MIN,-0.3309866943964012,0.026460772990582755,0.08917923778406103,0.17390493992572026,problematic
1,0,28,T2MAX,0.5641616880582329,-0.2976824957588974,-0.13865697631918592,-0.0070988772130405305,good
1,0,28,T2MIN,0.4476810513760255,0.026460772990582755,0.08917923778406103,0.17390493992572026,good
1,0,29,T2MAX,-0.20082236905182865,-0.2976824957588974,-0.13865697631918592,-0.0070988772130405305,acceptable
1,0,29,T2MIN,0.03470480366386707,0.026460772990582755,0.08917923778406103,0.17390493992572026,acceptable
1,0,30,T2MAX,-0.06605906048644876,-0.2976824957588974,-0.13865697631918592,-0.0070988772130405305,acceptable
1,0,30,T2MIN,0.08917923778406103,0.026460772990582755,0.08917923778406103,0.17390493992572026,acceptable
1,0,31,T2MAX,-0.28226419269397873,-0.2976824957588974,-0.13865697631918592,-0.0070988772130405305,acceptable
1,0,31,T2MIN,0.028729748885673242,0.026460772990582755,0.08917923778406103,0.17390493992572026,acceptable
1,0,32,T2MAX,-0.08698123169519742,-0.2976824957588974,-0.13865697631918592,-0.0070988772130405305,acceptable
1,0,32,T2MIN,0.07468334320009803,0.026460772990582755,0.08917923778406103,0.17390493992572026,acceptable
1,0,33,T2MAX,-0.6011641520235673,-0.2976824957588974,-0.13865697631918592,-0.0070988772130405305,problematic
1,0,33,T2MIN,-0.22825488070682518,0.026460772990582755,0.08917923778406103,0.17390493992572026,problematic
1,0,34,T2MAX,-0.4013121326898323,-0.2976824957588974,-0.13865697631918592,-0.0070988772130405305,problematic
1,0,34,T2MIN,-0.3339735002000042,0.026460772990582755,0.08917923778406103,0.17390493992572026,problematic
1,0,35,T2MAX,-0.19140415705304573,-0.2976824957588974,-0.13865697631918592,-0.0070988772130405305,acceptable
1,0,35,T2MIN,-0.006946258655739938,0.026460772990582755,0.08917923778406103,0.17390493992572026,problematic
1,0,36,T2MAX,-0.7135814379971399,-0.2976824957588974,-0.13865697631918592,-0.0070988772130405305,problematic
1,0,36,T2MIN,-0.42030253556986547,0.026460772990582755,0.08917923778406103,0.17390493992572026,problematic
1,0,37,T2MAX,-0.9332192434068112,-0.2976824957588974,-0.13865697631918592,-0.0070988772130405305,problematic
1,0,37,T2MIN,-0.7055928441105217,0.026460772990582755,0.08917923778406103,0.17390493992572026,problematic
1,0,38,T2MAX,-0.5501935641192522,-0.2976824957588974,-0.13865697631918592,-0.0070988772130405305,problematic
1,0,38,T2MIN,-0.24456871959729515,0.026460772990582755,0.08917923778406103,0.17390493992572026,problematic
1,0,39,T2MAX,-0.06816182074225596,-0.2976824957588974,-0.13865697631918592,-0.0070988772130405305,acceptable
1,0,39,T2MIN,0.12646219160314814,0.026460772990582755,0.08917923778406103,0.17390493992572026,acceptable
1,0,40,T2MAX,-0.35442114989316614,-0.2976824957588974,-0.13865697631918592,-0.0070988772130405305,problematic
1,0,40,T2MIN,0.07310560980584435,0.026460772990582755,0.08917923778406103,0.17390493992572026,acceptable
1,0,41,T2MAX,-0.04365585045212095,-0.2976824957588974,-0.13865697631918592,-0.0070988772130405305,acceptable
1,0,41,T2MIN,0.10475094265234004,0.026460772990582755,0.08917923778406103,0.17390493992572026,acceptable
1,0,42,T2MAX,0.002740982701720911,-0.2976824957588974,-0.13865697631918592,-0.0070988772130405305,good
1,0,42,T2MIN,0.1121443029932894,0.026460772990582755,0.08917923778406103,0.17390493992572026,acceptable
1,0,43,T2MAX,0.10124264007830525,-0.2976824957588974,-0.13865697631918592,-0.0070988772130405305,good
1,0,43,T2MIN,0.4293132830609038,0.026460772990582755,0.08917923778406103,0.17390493992572026,good
1,0,44,T2MAX,-0.40383458248267484,-0.2976824957588974,-0.13865697631918592,-0.0070988772130405305,problematic
1,0,44,T2MIN,-0.2565588300966582,0.026460772990582755,0.08917923778406103,0.17390493992572026,problematic
1,0,45,T2MAX,0.11895661083489237,-0.2976824957588974,-0.13865697631918592,-0.0070988772130405305,good
1,0,45,T2MIN,0.2927063284972958,0.026460772990582755,0.08917923778406103,0.17390493992572026,good
1,0,46,T2MAX,0.04479708868880182,-0.2976824957588974,-0.13865697631918592,-0.0070988772130405305,good
1,0,46,T2MIN,0.2486941355854183,0.026460772990582755,0.08917923778406103,0.17390493992572026,good
1,0,47,T2MAX,-0.17956574568015865,-0.2976824957588974,-0.13865697631918592,-0.0070988772130405305,acceptable
1,0,47,T2MIN,0.20183584958816833,0.026460772990582755,0.08917923778406103,0.17390493992572026,good
1,0,48,T2MAX,0.3959509162997839,-0.2976824957588974,-0.13865697631918592,-0.0070988772130405305,good
1,0,48,T2MIN,0.6565880427228038,0.026460772990582755,0.08917923778406103,0.17390493992572026,good
1,0,49,T2MAX,0.14437355769235338,-0.2976824957588974,-0.13865697631918592,-0.0070988772130405305,good
1,0,49,T2MIN,0.18620875931842779,0.026460772990582755,0.08917923778406103,0.17390493992572026,good
1,0,50,T2MAX,-0.40471237625825957,-0.2976824957588974,-0.13865697631918592,-0.0070988772130405305,problematic
1,0,50,T2MIN,-0.35067522691441316,0.026460772990582755,0.08917923778406103,0.17390493992572026,problematic
1,1,0,T2MAX,0.6182801783435802,-0.3637151305414881,-0.0966991245786047,0.2523702170234648,good
1,1,0,T2MIN,0.28335302700570847,-0.47464010931951006,-0.1659264497000935,0.13342478045771444,good
1,1,1,T2MAX,0.08056550956085028,-0.3637151305414881,-0.0966991245786047,0.2523702170234648,acceptable
1,1,1,T2MIN,0.04857121263314008,-0.47464010931951006,-0.1659264497000935,0.13342478045771444,acceptable
1,1,2,T2MAX,-0.3763964481317241,-0.3637151305414881,-0.0966991245786047,0.2523702170234648,problematic
1,1,2,T2MIN,-0.21434434954402698,-0.47464010931951006,-0.1659264497000935,0.13342478045771444,acceptable
1,1,3,T2MAX,-0.479807628718568,-0.3637151305414881,-0.0966991245786047,0.2523702170234648,problematic
1,1,3,T2MIN,-0.052682493881859666,-0.47464010931951006,-0.1659264497000935,0.13342478045771444,acceptable
1,1,4,T2MAX,-0.9026550210365339,-0.3637151305414881,-0.0966991245786047,0.2523702170234648,problematic
1,1,4,T2MIN,-0.9776131240798437,-0.47464010931951006,-0.1659264497000935,0.13342478045771444,problematic
1,1,5,T2MAX,-0.9200565172505313,-0.3637151305414881,-0.0966991245786047,0.2523702170234648,problematic
1,1,5,T2MIN,-0.7686110731319873,-0.47464010931951006,-0.1659264497000935,0.13342478045771444,problematic
1,1,6,T2MAX,0.309780136325927,-0.3637151305414881,-0.0966991245786047,0.2523702170234648,good
1,1,6,T2MIN,-0.017693045894426634,-0.47464010931951006,-0.1659264497000935,0.13342478045771444,acceptable
1,1,7,T2MAX,0.8492003467193426,-0.3637151305414881,-0.0966991245786047,0.2523702170234648,good
1,1,7,T2MIN,0.6762714228052226,-0.47464010931951006,-0.1659264497000935,0.13342478045771444,good
1,1,8,T2MAX,0.1140223501925641,-0.3637151305414881,-0.0966991245786047,0.2523702170234648,acceptable
1,1,8,T2MIN,-0.062231148474675826,-0.47464010931951006,-0.1659264497000935,0.13342478045771444,acceptable
1,1,9,T2MAX,0.18074395767720766,-0.3637151305414881,-0.0966991245786047,0.2523702170234648,acceptable
1,1,9,T2MIN,0.11480374659547592,-0.47464010931951006,-0.1659264497000935,0.13342478045771444,acceptable
1,1,10,T2MAX,-0.35103381295125197,-0.3637151305414881,-0.0966991245786047,0.2523702170234648,acceptable
1,1,10,T2MIN,0.19822108541317632,-0.47464010931951006,-0.1659264497000935,0.13342478045771444,good
1,1,11,T2MAX,-0.6896237364466693,-0.3637151305414881,-0.0966991245786047,0.2523702170234648,problematic
1,1,11,T2MIN,-0.50067535539312,-0.47464010931951006,-0.1659264497000935,0.13342478045771444,problematic
1,1,12,T2MAX,-0.9440684008724961,-0.3637151305414881,-0.0966991245786047,0.2523702170234648,problematic
1,1,12,T2MIN,-0.7808802311920938,-0.47464010931951006,-0.1659264497000935,0.13342478045771444,problematic
1,1,13,T2MAX,0.6735942899971421,-0.3637151305414881,-0.0966991245786047,0.2523702170234648,good
1,1,13,T2MIN,0.37405717253583437,-0.47464010931951006,-0.1659264497000935,0.13342478045771444,good
1,1,14,T2MAX,-0.2209374575152418,-0.3637151305414881,-0.0966991245786047,0.2523702170234648,acceptable
1,1,14,T2MIN,-0.5220869977072382,-0.47464010931951006,-0.1659264497000935,0.13342478045771444,problematic
1,1,15,T2MAX,-0.8289679817683252,-0.3637151305414881,-0.0966991245786047,0.2523702170234648,problematic
1,1,15,T2MIN,-0.9644873565888341,-0.47464010931951006,-0.1659264497000935,0.13342478045771444,problematic
1,1,16,T2MAX,-0.6291365741550026,-0.3637151305414881,-0.0966991245786047,0.2523702170234648,problematic
1,1,16,T2MIN,-0.3394390597578632,-0.47464010931951006,-0.1659264497000935,0.13342478045771444,acceptable
1,1,17,T2MAX,-0.8587679056687421,-0.3637151305414881,-0.0966991245786047,0.2523702170234648,problematic
1,1,17,T2MIN,-0.8690444711550714,-0.47464010931951006,-0.1659264497000935,0.13342478045771444,problematic
1,1,18,T2MAX,-0.2743785200929938,-0.3637151305414881,-0.0966991245786047,0.2523702170234648,acceptable
1,1,18,T2MIN,-0.5357767784506994,-0.47464010931951006,-0.1659264497000935,0.13342478045771444,problematic
1,1,19,T2MAX,-0.030379236798194677,-0.3637151305414881,-0.0966991245786047,0.2523702170234648,acceptable
1,1,19,T2MIN,-0.2536711696035356,-0.47464010931951006,-0.1659264497000935,0.13342478045771444,acceptable
1,1,20,T2MAX,-0.10886492812099677,-0.3637151305414881,-0.0966991245786047,0.2523702170234648,acceptable
1,1,20,T2MIN,-0.2606014919374845,-0.47464010931951006,-0.1659264497000935,0.13342478045771444,acceptable
1,1,21,T2MAX,0.42517756060551787,-0.3637151305414881,-0.0966991245786047,0.2523702170234648,good
1,1,21,T2MIN,0.22589884415652475,-0.47464010931951006,-0.1659264497000935,0.13342478045771444,good
1,1,22,T2MAX,0.012758914381037297,-0.3637151305414881,-0.0966991245786047,0.2523702170234648,acceptable
1,1,22,T2MIN,0.2745200533234247,-0.47464010931951006,-0.1659264497000935,0.13342478045771444,good
1,1,23,T2MAX,-0.7737470222798287,-0.3637151305414881,-0.0966991245786047,0.2523702170234648,problematic
1,1,23,T2MIN,-0.6176505278233944,-0.47464010931951006,-0.1659264497000935,0.13342478045771444,problematic
1,1,24,T2MAX,-0.0966991245786047,-0.3637151305414881,-0.0966991245786047,0.2523702170234648,acceptable
1,1,24,T2MIN,-0.1659264497000935,-0.47464010931951006,-0.1659264497000935,0.13342478045771444,acceptable
1,1,25,T2MAX,0.9008434670688511,-0.3637151305414881,-0.0966991245786047,0.2523702170234648,good
1,1,25,T2MIN,0.6857832053913117,-0.47464010931951006,-0.1659264497000935,0.13342478045771444,good
1,1,26,T2MAX,0.8288906165626245,-0.3637151305414881,-0.0966991245786047,0.2523702170234648,good
1,1,26,T2MIN,0.5934357825840328,-0.47464010931951006,-0.1659264497000935,0.13342478045771444,good
1,1,27,T2MAX,-0.4695716856666221,-0.3637151305414881,-0.0966991245786047,0.2523702170234648,problematic
1,1,27,T2MIN,-0.49994861346151176,-0.47464010931951006,-0.1659264497000935,0.13342478045771444,problematic
1,1,28,T2MAX,-0.7716839664291729,-0.3637151305414881,-0.0966991245786047,0.2523702170234648,problematic
1,1,28,T2MIN,-0.422644983351586,-0.47464010931951006,-0.1659264497000935,0.13342478045771444,acceptable
1,1,29,T2MAX,0.3848164296972465,-0.3637151305414881,-0.0966991245786047,0.2523702170234648,good
1,1,29,T2MIN,0.29088034053364403,-0.47464010931951006,-0.1659264497000935,0.13342478045771444,good
1,1,30,T2MAX,-0.7072715587898789,-0.3637151305414881,-0.0966991245786047,0.2523702170234648,problematic
1,1,30,T2MIN,-0.7595965120221831,-0.47464010931951006,-0.1659264497000935,0.13342478045771444,problematic
1,1,31,T2MAX,0.22259123455962346,-0.3637151305414881,-0.0966991245786047,0.2523702170234648,acceptable
1,1,31,T2MIN,0.5415404626796343,-0.47464010931951006,-0.1659264497000935,0.13342478045771444,good
1,1,32,T2MAX,-0.28188465724306505,-0.3637151305414881,-0.0966991245786047,0.2523702170234648,acceptable
1,1,32,T2MIN,-0.5259054922295716,-0.47464010931951006,-0.1659264497000935,0.13342478045771444,problematic
1,1,33,T2MAX,0.3878915995879321,-0.3637151305414881,-0.0966991245786047,0.2523702170234648,good
1,1,33,T2MIN,0.13342478045771444,-0.47464010931951006,-0.1659264497000935,0.13342478045771444,good
1,1,34,T2MAX,0.4488481576751305,-0.3637151305414881,-0.0966991245786047,0.2523702170234648,good
1,1,34,T2MIN,0.41913571135186917,-0.47464010931951006,-0.1659264497000935,0.13342478045771444,good
1,1,35,T2MAX,0.44795169059791745,-0.3637151305414881,-0.0966991245786047,0.2523702170234648,good
1,1,35,T2MIN,0.44774391887263265,-0.47464010931951006,-0.1659264497000935,0.13342478045771444,good
1,1,36,T2MAX,-0.5398423332182063,-0.3637151305414881,-0.0966991245786047,0.2523702170234648,problematic
1,1,36,T2MIN,-0.6681224610858204,-0.47464010931951006,-0.1659264497000935,0.13342478045771444,problematic
1,1,37,T2MAX,0.7541607626282198,-0.3637151305414881,-0.0966991245786047,0.2523702170234648,good
1,1,37,T2MIN,0.5863144986372668,-0.47464010931951006,-0.1659264497000935,0.13342478045771444,good
1,1,38,T2MAX,-0.33397193870786634,-0.3637151305414881,-0.0966991245786047,0.2523702170234648,acceptable
1,1,38,T2MIN,-0.6352765074077028,-0.47464010931951006,-0.1659264497000935,0.13342478045771444,problematic
1,1,39,T2MAX,0.3605859470804416,-0.3637151305414881,-0.0966991245786047,0.2523702170234648,good
1,1,39,T2MIN,0.706693882672811,-0.47464010931951006,-0.1659264497000935,0.13342478045771444,good
1,1,40,T2MAX,0.3040501840731608,-0.3637151305414881,-0.0966991245786047,0.2523702170234648,good
1,1,40,T2MIN,0.12106092162562337,-0.47464010931951006,-0.1659264497000935,0.13342478045771444,acceptable
1,1,41,T2MAX,-0.17244080103104079,-0.3637151305414881,-0.0966991245786047,0.2523702170234648,acceptable
1,1,41,T2MIN,-0.4493316051775083,-0.47464010931951006,-0.1659264497000935,0.13342478045771444,acceptable
1,1,42,T2MAX,0.1682299794373696,-0.3637151305414881,-0.0966991245786047,0.2523702170234648,acceptable
1,1,42,T2MIN,-0.18136898191955944,-0.47464010931951006,-0.1659264497000935,0.13342478045771444,acceptable
1,1,43,T2MAX,0.34171624697316344,-0.3637151305414881,-0.0966991245786047,0.2523702170234648,good
1,1,43,T2MIN,0.4951645673854051,-0.47464010931951006,-0.1659264497000935,0.13342478045771444,good
1,1,44,T2MAX,-0.9316596687614603,-0.3637151305414881,-0.0966991245786047,0.2523702170234648,problematic
1,1,44,T2MIN,-0.9720958761929711,-0.47464010931951006,-0.1659264497000935,0.13342478045771444,problematic
1,1,45,T2MAX,-0.7548500706708086,-0.3637151305414881,-0.0966991245786047,0.2523702170234648,problematic
1,1,45,T2MIN,-0.8776997794712631,-0.47464010931951006,-0.1659264497000935,0.13342478045771444,problematic
1,1,46,T2MAX,-0.6169683721541397,-0.3637151305414881,-0.0966991245786047,0.2523702170234648,problematic
1,1,46,T2MIN,-0.7349839935114824,-0.47464010931951006,-0.1659264497000935,0.13342478045771444,problematic
1,1,47,T2MAX,-0.11413715475936852,-0.3637151305414881,-0.0966991245786047,0.2523702170234648,acceptable
1,1,47,T2MIN,-0.37245447752378136,-0.47464010931951006,-0.1659264497000935,0.13342478045771444,acceptable
1,1,48,T2MAX,0.2523702170234648,-0.3637151305414881,-0.0966991245786047,0.2523702170234648,good
1,1,48,T2MIN,0.0007458133841800903,-0.47464010931951006,-0.1659264497000935,0.13342478045771444,acceptable
1,1,49,T2MAX,0.6898615782142951,-0.3637151305414881,-0.0966991245786047,0.2523702170234648,good
1,1,49,T2MIN,0.3667867167528917,-0.47464010931951006,-0.1659264497000935,0.13342478045771444,good
1,1,50,T2MAX,0.6298701719689844,-0.3637151305414881,-0.0966991245786047,0.2523702170234648,good
1,1,50,T2MIN,0.5065891034144034,-0.47464010931951006,-0.1659264497000935,0.13342478045771444,good
1,2,0,T2MAX,0.7939429362904867,-0.17675449330924697,-0.012726427014184034,0.17982787999585428,good
1,2,0,T2MIN,0.893863824258263,-0.17720067147893687,0.18976143716677574,0.34487676802620554,good
1,2,1,T2MAX,-0.199840777853465,-0.17675449330924697,-0.012726427014184034,0.17982787999585428,problematic
1,2,1,T2MIN,0.20153143443641933,-0.17720067147893687,0.18976143716677574,0.34487676802620554,acceptable
1,2,2,T2MAX,-0.11480011086141081,-0.17675449330924697,-0.012726427014184034,0.17982787999585428,acceptable
1,2,2,T2MIN,-0.0924319249680679,-0.17720067147893687,0.18976143716677574,0.34487676802620554,acceptable
1,2,3,T2MAX,0.3036454362210531,-0.17675449330924697,-0.012726427014184034,0.17982787999585428,good
1,2,3,T2MIN,0.18976143716677574,-0.17720067147893687,0.18976143716677574,0.34487676802620554,acceptable
1,2,4,T2MAX,0.7001136093990293,-0.17675449330924697,-0.012726427014184034,0.17982787999585428,good
1,2,4,T2MIN,0.5389252113940335,-0.17720067147893687,0.18976143716677574,0.34487676802620554,good
1,2,5,T2MAX,-0.4752252724368025,-0.17675449330924697,-0.012726427014184034,0.17982787999585428,problematic
1,2,5,T2MIN,-0.6535330630555254,-0.17720067147893687,0.18976143716677574,0.34487676802620554,problematic
1,2,6,T2MAX,-0.39971973258755283,-0.17675449330924697,-0.012726427014184034,0.17982787999585428,problematic
1,2,6,T2MIN,-0.17503720339746537,-0.17720067147893687,0.18976143716677574,0.34487676802620554,acceptable
1,2,7,T2MAX,-0.3654795634477561,-0.17675449330924697,-0.012726427014184034,0.17982787999585428,problematic
1,2,7,T2MIN,-0.33549521371187674,-0.17720067147893687,0.18976143716677574,0.34487676802620554,problematic
1,2,8,T2MAX,0.17982787999585428,-0.17675449330924697,-0.012726427014184034,0.17982787999585428,good
1,2,8,T2MIN,0.2985992881308128,-0.17720067147893687,0.18976143716677574,0.34487676802620554,acceptable
1,2,9,T2MAX,0.03516979721377292,-0.17675449330924697,-0.012726427014184034,0.17982787999585428,acceptable
1,2,9,T2MIN,0.2614846967412038,-0.17720067147893687,0.18976143716677574,0.34487676802620554,acceptable
1,2,10,T2MAX,-0.9393121387777823,-0.17675449330924697,-0.012726427014184034,0.17982787999585428,problematic
1,2,10,T2MIN,-0.8490446226026879,-0.17720067147893687,0.18976143716677574,0.34487676802620554,problematic
1,2,11,T2MAX,-0.07232105798685795,-0.17675449330924697,-0.012726427014184034,0.17982787999585428,acceptable
1,2,11,T2MIN,-0.3023501675834318,-0.17720067147893687,0.18976143716677574,0.34487676802620554,problematic
1,2,12,T2MAX,-0.12481280216683018,-0.17675449330924697,-0.012726427014184034,0.17982787999585428,acceptable
1,2,12,T2MIN,0.44305287403669047,-0.17720067147893687,0.18976143716677574,0.34487676802620554,good
1,2,13,T2MAX,-0.023923907978980717,-0.17675449330924697,-0.012726427014184034,0.17982787999585428,acceptable
1,2,13,T2MIN,-0.3485520361083584,-0.17720067147893687,0.18976143716677574,0.34487676802620554,problematic
1,2,14,T2MAX,0.5108335849613348,-0.17675449330924697,-0.012726427014184034,0.17982787999585428,good
1,2,14,T2MIN,0.7660809781571705,-0.17720067147893687,0.18976143716677574,0.34487676802620554,good
1,2,15,T2MAX,-0.46109691086856663,-0.17675449330924697,-0.012726427014184034,0.17982787999585428,problematic
1,2,15,T2MIN,-0.32832385562034944,-0.17720067147893687,0.18976143716677574,0.34487676802620554,problematic
1,2,16,T2MAX,0.6694288241223384,-0.17675449330924697,-0.012726427014184034,0.17982787999585428,good
1,2,16,T2MIN,0.5293048023455764,-0.17720067147893687,0.18976143716677574,0.34487676802620554,good
1,2,17,T2MAX,0.8732622739858702,-0.17675449330924697,-0.012726427014184034,0.17982787999585428,good
1,2,17,T2MIN,0.7024754306948128,-0.17720067147893687,0.18976143716677574,0.34487676802620554,good
1,2,18,T2MAX,0.6391731568740742,-0.17675449330924697,-0.012726427014184034,0.17982787999585428,good
1,2,18,T2MIN,0.8014758252058074,-0.17720067147893687,0.18976143716677574,0.34487676802620554,good
1,2,19,T2MAX,-0.2518183838213305,-0.17675449330924697,-0.012726427014184034,0.17982787999585428,problematic
1,2,19,T2MIN,-0.09638775401043741,-0.17720067147893687,0.18976143716677574,0.34487676802620554,acceptable
1,2,20,T2MAX,0.413124901659953,-0.17675449330924697,-0.012726427014184034,0.17982787999585428,good
1,2,20,T2MIN,0.34487676802620554,-0.17720067147893687,0.18976143716677574,0.34487676802620554,good
1,2,21,T2MAX,0.21846975747003047,-0.17675449330924697,-0.012726427014184034,0.17982787999585428,good
1,2,21,T2MIN,0.5647394367314721,-0.17720067147893687,0.18976143716677574,0.34487676802620554,good
1,2,22,T2MAX,-0.15838365654057446,-0.17675449330924697,-0.012726427014184034,0.17982787999585428,acceptable
1,2,22,T2MIN,0.17058335436997357,-0.17720067147893687,0.18976143716677574,0.34487676802620554,acceptable
1,2,23,T2MAX,-0.3663903446865055,-0.17675449330924697,-0.012726427014184034,0.17982787999585428,problematic
1,2,23,T2MIN,-0.1608901783405988,-0.17720067147893687,0.18976143716677574,0.34487676802620554,acceptable
1,2,24,T2MAX,0.6064293186936652,-0.17675449330924697,-0.012726427014184034,0.17982787999585428,good
1,2,24,T2MIN,0.8741335686687941,-0.17720067147893687,0.18976143716677574,0.34487676802620554,good
1,2,25,T2MAX,0.08949433745589996,-0.17675449330924697,-0.012726427014184034,0.17982787999585428,acceptable
1,2,25,T2MIN,0.28368870468673635,-0.17720067147893687,0.18976143716677574,0.34487676802620554,acceptable
1,2,26,T2MAX,0.33352019185564147,-0.17675449330924697,-0.012726427014184034,0.17982787999585428,good
1,2,26,T2MIN,0.4931416450628076,-0.17720067147893687,0.18976143716677574,0.34487676802620554,good
