number,init_month,lead,anom_corr,p33,p50,p66,category
0,9,1,0.5062380851965351,0.16626495459669044,0.21402481300149537,0.3473176672127897,good
0,9,2,0.15380436099117853,0.014795783931326724,0.15380436099117853,0.23952560056329725,acceptable
0,9,3,0.01655039325129344,-0.15845047456528433,0.01655039325129344,0.1258204085883787,acceptable
0,9,4,-0.07079528249485395,-0.19907925929384998,-0.10873118987561516,0.014745518966114705,acceptable
0,9,5,0.11306589780876297,-0.020152473968234996,0.08959829047186918,0.160642472909362,acceptable
0,9,6,0.35391605940450993,-0.11879358544861854,0.044542832745807455,0.15535492365102174,good
0,10,1,0.05737621018819405,0.05571481504491053,0.22648777777561455,0.40246871027065645,acceptable
0,10,2,-0.08493418304636428,-0.031413079626025985,0.05106026600588399,0.18912537441216828,problematic
0,10,3,0.029861412926188387,-0.0724546825382753,0.029861412926188387,0.1473374579946102,acceptable
0,10,4,-0.0778611981137028,-0.09595395641133114,-0.020546974661661086,0.10209557434691932,acceptable
0,10,5,0.384431757617144,-0.03542758683061188,0.18436974421831012,0.28342192965784063,good
0,10,6,0.2377854631013069,-0.06388845044014022,0.05260449640226968,0.23345986622419554,good
0,11,1,0.14021256770531515,-0.01011043935252151,0.0804459467844548,0.15106276991516887,acceptable
0,11,2,-0.042073269083586246,-0.017740867305957808,0.025446593227414726,0.0988815277180224,problematic
0,11,3,-0.0648552579269527,-0.09865059945138947,-0.028241458308239344,0.09150483994190704,acceptable
0,11,4,-0.15253688021730383,-0.013943125728259415,0.10058370186163823,0.16141128948138642,problematic
0,11,5,0.0174572714714817,-0.11923670720783622,-0.021135738605584316,0.06481374738131952,acceptable
0,11,6,0.01714913971574333,-0.22019092508913335,0.01714913971574333,0.11565772028685842,acceptable
0,12,1,0.04192908296416336,0.260340633650344,0.32919627271705365,0.42517521117122936,problematic
0,12,2,-0.12598652069441113,-0.16222415885459718,-0.040711554857672465,0.12473011639241408,acceptable
0,12,3,0.03174912717421944,-0.0318639112419391,0.1177671259736297,0.16757327701061475,acceptable
0,12,4,0.21225619729225825,-0.11703183362048905,0.03852877510537012,0.134184772507996,good
0,12,5,0.388293076930546,-0.10960704671004046,0.01151979250617091,0.09808644896950533,good
0,12,6,0.14610330143701672,-0.08394600005065088,0.078831668804981,0.19914998624312472,acceptable
1,1,1,0.22686227384882193,-0.06943028961076442,0.02447538825936309,0.13810009976922727,good
1,1,2,0.19238590437259975,-0.04772622729997493,0.05048870133630741,0.19238590437259975,good
1,1,3,-0.1284888805140093,-0.0632988968701916,0.03315290645542319,0.08853278673310296,problematic
1,1,4,0.05232067712964295,-0.020789593108341633,0.09608552074208808,0.1983821723893273,acceptable
1,1,5,0.36961142651466095,0.009900763873617624,0.09051158740827651,0.19859139736820622,good
1,1,6,0.05991909331552606,-0.14539330196143324,-0.054241969291587734,0.09733297406897702,acceptable
1,2,1,0.2184033441371945,0.0809127225951132,0.17615645451150194,0.21954038888761948,acceptable
1,2,2,0.12492814524359576,-0.24532131602745594,-0.11261673118008642,0.003412006465579856,good
1,2,3,0.10420062075510317,-0.0790684647105585,0.04382511740570667,0.13548355202934104,acceptable
1,2,4,-0.09861143460446908,0.0491521308187291,0.1251852229555431,0.22897238205267056,problematic
1,2,5,0.10701765760152296,-0.0246541157357358,0.09981122267467363,0.15013975650493697,acceptable
1,2,6,0.09536400217231901,-0.06941633125763037,0.021111997521845855,0.12137527175824353,acceptable
1,3,1,0.040786182882357226,-0.06942557537333685,0.047121002860410086,0.14405829274293896,acceptable
1,3,2,0.40665604791090526,-0.06687021001344162,0.09666323093354154,0.15948642563375762,good
1,3,3,0.1302532531677072,0.06742976673322956,0.18946996034132899,0.2868663271649347,acceptable
1,3,4,-0.09484541288203396,-0.10650693721421961,0.007813839664796443,0.13089886320855063,acceptable
1,3,5,-0.1714942191150604,-0.088142415935678,0.016409769076856286,0.1064293141377,problematic
1,3,6,0.1757601213722617,-0.08489744218269749,0.04339034027281642,0.15699690727278154,good
1,4,1,-0.0494644874080538,-0.32616430863159485,-0.1304883545859604,-0.02253711509353655,acceptable
1,4,2,0.18611753994804375,-0.027235222652889135,0.07410869519320075,0.20881314222818712,acceptable
1,4,3,0.030190062157104902,-0.01809011630910283,0.04484194357645077,0.1483059533097487,acceptable
1,4,4,0.03884919040588227,-0.08972025684571601,0.01593481712151043,0.17598332361906513,acceptable
1,4,5,0.3801861575337092,-0.01982267423270117,0.08987209731864429,0.21801759213878188,good
1,4,6,-0.1519942473879148,-0.008702058486497242,0.09442203170546941,0.19533561662640928,problematic
1,5,1,-0.03276838751381485,0.04516240857764393,0.3569243702520643,0.518575912221166,problematic
1,5,2,0.11419903050199785,0.024574959374444975,0.11419903050199785,0.18214682644556462,acceptable
1,5,3,-0.20646425025738394,-0.09091721077638246,0.04621515332393158,0.20914290360103752,problematic
1,5,4,0.039450581439543005,-0.022566740564624533,0.039450581439543005,0.1361569788761233,acceptable
1,5,5,0.20031277956721613,-0.06704125663690635,0.074241677491527,0.18745004820783465,good
1,5,6,-0.07765428956085574,-0.0779463066096528,-0.01687973501431404,0.06593514153661861,acceptable
1,6,1,0.3581179363093735,0.020584468029518924,0.15927030438296094,0.29408676346989426,good
1,6,2,0.09561154832964873,-0.07566722544826915,0.006347941945939019,0.05466872867058245,good
1,6,3,0.47465380393530004,-0.1573932620449054,-0.023277586254427326,0.15734058430609757,good
1,6,4,0.18475555586377582,-0.08012878474552355,0.061678679400352446,0.11110306218128889,good
1,6,5,-0.06774206053833175,0.004968211375838094,0.13813236935186005,0.2605265578825211,problematic
1,6,6,-0.2974547999947458,-0.09428620281925831,0.025422994714307163,0.13758408107435957,problematic
1,7,1,0.18103162238067352,-0.07947343523455874,-0.027737959543526043,0.10319434067728205,good
1,7,2,0.1354721140244791,-0.1325360907548482,0.04548422833044342,0.1415223093291878,acceptable
1,7,3,0.13322028649067819,-0.08608235087678012,0.011102223734934575,0.1296779968833181,good
1,7,4,0.019939105868451188,-0.004860463735820466,0.07416696163365782,0.19228077071986527,acceptable
1,7,5,-0.4313720279533243,-0.13396398632186013,0.009237868953501555,0.10592440772922714,problematic
1,7,6,0.13727170159602645,-0.13285345341215807,0.04678808109529931,0.11271486650142878,good
1,8,1,-0.0771446954205681,-0.1289273608554845,-0.0771446954205681,0.008836832996114421,acceptable
1,8,2,0.32330625340392005,0.000807232889615702,0.097808858241181,0.19544442959902497,good
1,8,3,0.31982828259295754,-0.041138415385277335,0.11066097380702497,0.18497601254760448,good
1,8,4,-0.021929772186246713,-0.10289604957070615,-0.006973278159012063,0.10651775946350019,acceptable
1,8,5,-0.04529011834871483,0.07056978584667759,0.1397076365026075,0.19215436285619802,problematic
1,8,6,-0.5493015569613509,-0.10971510670701407,0.027763697057260565,0.15363509963853336,problematic
1,9,1,0.25360884345439666,0.16626495459669044,0.21402481300149537,0.3473176672127897,acceptable
1,9,2,0.10504267456764335,0.014795783931326724,0.15380436099117853,0.23952560056329725,acceptable
1,9,3,0.35087593430774383,-0.15845047456528433,0.01655039325129344,0.1258204085883787,good
1,9,4,-0.2022742640973427,-0.19907925929384998,-0.10873118987561516,0.014745518966114705,problematic
1,9,5,0.08959829047186918,-0.020152473968234996,0.08959829047186918,0.160642472909362,acceptable
1,9,6,-0.09318336755587978,-0.11879358544861854,0.044542832745807455,0.15535492365102174,acceptable
1,10,1,0.046518963193902356,0.05571481504491053,0.22648777777561455,0.40246871027065645,problematic
1,10,2,-0.03897361790266958,-0.031413079626025985,0.05106026600588399,0.18912537441216828,problematic
1,10,3,-0.4007425069430223,-0.0724546825382753,0.029861412926188387,0.1473374579946102,problematic
1,10,4,-0.1192436412570877,-0.09595395641133114,-0.020546974661661086,0.10209557434691932,problematic
1,10,5,0.28342192965784063,-0.03542758683061188,0.18436974421831012,0.28342192965784063,good
1,10,6,0.06660750562324301,-0.06388845044014022,0.05260449640226968,0.23345986622419554,acceptable
1,11,1,0.021181750006173634,-0.01011043935252151,0.0804459467844548,0.15106276991516887,acceptable
1,11,2,0.010703680089304456,-0.017740867305957808,0.025446593227414726,0.0988815277180224,acceptable
1,11,3,0.0113211215510866,-0.09865059945138947,-0.028241458308239344,0.09150483994190704,acceptable
1,11,4,-0.009296472721109084,-0.013943125728259415,0.10058370186163823,0.16141128948138642,acceptable
1,11,5,-0.014999215626142922,-0.11923670720783622,-0.021135738605584316,0.06481374738131952,acceptable
1,11,6,0.06660047428475098,-0.22019092508913335,0.01714913971574333,0.11565772028685842,acceptable
1,12,1,0.25632465926810605,0.260340633650344,0.32919627271705365,0.42517521117122936,problematic
1,12,2,-0.16412541728271973,-0.16222415885459718,-0.040711554857672465,0.12473011639241408,problematic
1,12,3,0.28564308449473313,-0.0318639112419391,0.1177671259736297,0.16757327701061475,good
1,12,4,0.134184772507996,-0.11703183362048905,0.03852877510537012,0.134184772507996,good
1,12,5,0.20708404517353496,-0.10960704671004046,0.01151979250617091,0.09808644896950533,good
1,12,6,0.19914998624312472,-0.08394600005065088,0.078831668804981,0.19914998624312472,good
2,1,1,0.19540720551306656,-0.06943028961076442,0.02447538825936309,0.13810009976922727,good
2,1,2,-0.07496241330960676,-0.04772622729997493,0.05048870133630741,0.19238590437259975,problematic
2,1,3,-0.14119305967040405,-0.0632988968701916,0.03315290645542319,0.08853278673310296,problematic
2,1,4,0.19295487058512087,-0.020789593108341633,0.09608552074208808,0.1983821723893273,acceptable
2,1,5,0.3633139335429201,0.009900763873617624,0.09051158740827651,0.19859139736820622,good
2,1,6,0.39076993845577224,-0.14539330196143324,-0.054241969291587734,0.09733297406897702,good
2,2,1,0.10600458520123217,0.0809127225951132,0.17615645451150194,0.21954038888761948,acceptable
2,2,2,0.11462690557630402,-0.24532131602745594,-0.11261673118008642,0.003412006465579856,good
2,2,3,0.13931669390784754,-0.0790684647105585,0.04382511740570667,0.13548355202934104,good
2,2,4,0.12240193176949526,0.0491521308187291,0.1251852229555431,0.22897238205267056,acceptable
2,2,5,0.3005829619300134,-0.0246541157357358,0.09981122267467363,0.15013975650493697,good
2,2,6,0.21340721120952819,-0.06941633125763037,0.021111997521845855,0.12137527175824353,good
2,3,1,0.07912383091874507,-0.06942557537333685,0.047121002860410086,0.14405829274293896,acceptable
2,3,2,0.1956748307449837,-0.06687021001344162,0.09666323093354154,0.15948642563375762,good
2,3,3,0.18290582443858994,0.06742976673322956,0.18946996034132899,0.2868663271649347,acceptable
2,3,4,0.1724337955989085,-0.10650693721421961,0.007813839664796443,0.13089886320855063,good
2,3,5,0.028556895173609348,-0.088142415935678,0.016409769076856286,0.1064293141377,acceptable
2,3,6,0.0167365118590897,-0.08489744218269749,0.04339034027281642,0.15699690727278154,acceptable
2,4,1,0.014812436556014693,-0.32616430863159485,-0.1304883545859604,-0.02253711509353655,good
2,4,2,0.2359179577608746,-0.027235222652889135,0.07410869519320075,0.20881314222818712,good
2,4,3,0.3639941240556942,-0.01809011630910283,0.04484194357645077,0.1483059533097487,good
2,4,4,-0.35797932600091165,-0.08972025684571601,0.01593481712151043,0.17598332361906513,problematic
2,4,5,0.3388691020652374,-0.01982267423270117,0.08987209731864429,0.21801759213878188,good
2,4,6,0.17286005432710352,-0.008702058486497242,0.09442203170546941,0.19533561662640928,acceptable
2,5,1,0.1565771343046098,0.04516240857764393,0.3569243702520643,0.518575912221166,acceptable
2,5,2,0.044546837901632316,0.024574959374444975,0.11419903050199785,0.18214682644556462,acceptable
2,5,3,-0.031155981997300644,-0.09091721077638246,0.04621515332393158,0.20914290360103752,acceptable
2,5,4,-0.0634763445253337,-0.022566740564624533,0.039450581439543005,0.1361569788761233,problematic
2,5,5,0.28927568937578696,-0.06704125663690635,0.074241677491527,0.18745004820783465,good
2,5,6,-0.03729918999662397,-0.0779463066096528,-0.01687973501431404,0.06593514153661861,acceptable
2,6,1,0.4175902602245562,0.020584468029518924,0.15927030438296094,0.29408676346989426,good
2,6,2,0.07310985180257092,-0.07566722544826915,0.006347941945939019,0.05466872867058245,good
2,6,3,-0.16981685312249148,-0.1573932620449054,-0.023277586254427326,0.15734058430609757,problematic
2,6,4,0.26052335473589516,-0.08012878474552355,0.061678679400352446,0.11110306218128889,good
2,6,5,0.1201578179932265,0.004968211375838094,0.13813236935186005,0.2605265578825211,acceptable
2,6,6,0.009138472021263968,-0.09428620281925831,0.025422994714307163,0.13758408107435957,acceptable
2,7,1,0.17567232831759758,-0.07947343523455874,-0.027737959543526043,0.10319434067728205,good
2,7,2,-0.13499501606812325,-0.1325360907548482,0.04548422833044342,0.1415223093291878,problematic
2,7,3,0.06120050090627903,-0.08608235087678012,0.011102223734934575,0.1296779968833181,acceptable
2,7,4,0.0968382961701482,-0.004860463735820466,0.07416696163365782,0.19228077071986527,acceptable
2,7,5,0.16462576727550224,-0.13396398632186013,0.009237868953501555,0.10592440772922714,good
2,7,6,0.27356968374688395,-0.13285345341215807,0.04678808109529931,0.11271486650142878,good
2,8,1,-0.07934604129058628,-0.1289273608554845,-0.0771446954205681,0.008836832996114421,acceptable
2,8,2,0.011626004717725145,0.000807232889615702,0.097808858241181,0.19544442959902497,acceptable
2,8,3,0.18495055174030237,-0.041138415385277335,0.11066097380702497,0.18497601254760448,acceptable
2,8,4,0.15652048292670057,-0.10289604957070615,-0.006973278159012063,0.10651775946350019,good
2,8,5,0.052683079555189874,0.07056978584667759,0.1397076365026075,0.19215436285619802,problematic
2,8,6,-0.10560583219635838,-0.10971510670701407,0.027763697057260565,0.15363509963853336,acceptable
2,9,1,0.37040142853707564,0.16626495459669044,0.21402481300149537,0.3473176672127897,good
2,9,2,0.20974434583945845,0.014795783931326724,0.15380436099117853,0.23952560056329725,acceptable
2,9,3,0.13862085359596737,-0.15845047456528433,0.01655039325129344,0.1258204085883787,good
2,9,4,0.028650092569176753,-0.19907925929384998,-0.10873118987561516,0.014745518966114705,good
2,9,5,0.005773119523492685,-0.020152473968234996,0.08959829047186918,0.160642472909362,acceptable
2,9,6,0.2518766937263334,-0.11879358544861854,0.044542832745807455,0.15535492365102174,good
2,10,1,0.12727537259778587,0.05571481504491053,0.22648777777561455,0.40246871027065645,acceptable
2,10,2,0.4287449314945568,-0.031413079626025985,0.05106026600588399,0.18912537441216828,good
2,10,3,-0.008613180482053007,-0.0724546825382753,0.029861412926188387,0.1473374579946102,acceptable
2,10,4,0.11272353110240942,-0.09595395641133114,-0.020546974661661086,0.10209557434691932,good
2,10,5,-0.18285049682074117,-0.03542758683061188,0.18436974421831012,0.28342192965784063,problematic
2,10,6,-0.01124698157456745,-0.06388845044014022,0.05260449640226968,0.23345986622419554,acceptable
2,11,1,0.08192640031089476,-0.01011043935252151,0.0804459467844548,0.15106276991516887,acceptable
2,11,2,0.2841474518877832,-0.017740867305957808,0.025446593227414726,0.0988815277180224,good
2,11,3,0.269077918590752,-0.09865059945138947,-0.028241458308239344,0.09150483994190704,good
2,11,4,0.15390129327529867,-0.013943125728259415,0.10058370186163823,0.16141128948138642,acceptable
2,11,5,-0.09632532222089178,-0.11923670720783622,-0.021135738605584316,0.06481374738131952,acceptable
2,11,6,0.11565772028685842,-0.22019092508913335,0.01714913971574333,0.11565772028685842,good
2,12,1,0.3025100474560131,0.260340633650344,0.32919627271705365,0.42517521117122936,acceptable
2,12,2,0.2256603477621896,-0.16222415885459718,-0.040711554857672465,0.12473011639241408,good
2,12,3,0.07756560734078317,-0.0318639112419391,0.1177671259736297,0.16757327701061475,acceptable
2,12,4,-0.32576889381726853,-0.11703183362048905,0.03852877510537012,0.134184772507996,problematic
2,12,5,-0.0274339756325999,-0.10960704671004046,0.01151979250617091,0.09808644896950533,acceptable
2,12,6,-0.10395450842324133,-0.08394600005065088,0.078831668804981,0.19914998624312472,problematic
3,1,1,0.2376586198489937,-0.06943028961076442,0.02447538825936309,0.13810009976922727,good
3,1,2,-0.07007371472533457,-0.04772622729997493,0.05048870133630741,0.19238590437259975,problematic
3,1,3,-0.21145600774783646,-0.0632988968701916,0.03315290645542319,0.08853278673310296,problematic
3,1,4,-0.1950930658726845,-0.020789593108341633,0.09608552074208808,0.1983821723893273,problematic
3,1,5,0.20677556384390763,0.009900763873617624,0.09051158740827651,0.19859139736820622,good
3,1,6,-0.13721647325006275,-0.14539330196143324,-0.054241969291587734,0.09733297406897702,acceptable
3,2,1,0.19456639622183963,0.0809127225951132,0.17615645451150194,0.21954038888761948,acceptable
3,2,2,-0.25441336997961744,-0.24532131602745594,-0.11261673118008642,0.003412006465579856,problematic
3,2,3,0.44345162484481204,-0.0790684647105585,0.04382511740570667,0.13548355202934104,good
3,2,4,0.006443008740107187,0.0491521308187291,0.1251852229555431,0.22897238205267056,problematic
3,2,5,0.15746907771045737,-0.0246541157357358,0.09981122267467363,0.15013975650493697,good
3,2,6,-0.025662059817055438,-0.06941633125763037,0.021111997521845855,0.12137527175824353,acceptable
3,3,1,0.30579403555715917,-0.06942557537333685,0.047121002860410086,0.14405829274293896,good
3,3,2,0.26472457811319455,-0.06687021001344162,0.09666323093354154,0.15948642563375762,good
3,3,3,0.31033589951649787,0.06742976673322956,0.18946996034132899,0.2868663271649347,good
3,3,4,0.01672856868132303,-0.10650693721421961,0.007813839664796443,0.13089886320855063,acceptable
3,3,5,-0.03690038336043226,-0.088142415935678,0.016409769076856286,0.1064293141377,acceptable
3,3,6,0.2978803732859528,-0.08489744218269749,0.04339034027281642,0.15699690727278154,good
3,4,1,-0.2537363233413594,-0.32616430863159485,-0.1304883545859604,-0.02253711509353655,acceptable
3,4,2,0.12385419013527078,-0.027235222652889135,0.07410869519320075,0.20881314222818712,acceptable
3,4,3,-0.32114829519272065,-0.01809011630910283,0.04484194357645077,0.1483059533097487,problematic
3,4,4,-0.29445327022816353,-0.08972025684571601,0.01593481712151043,0.17598332361906513,problematic
3,4,5,0.09025596232249421,-0.01982267423270117,0.08987209731864429,0.21801759213878188,acceptable
3,4,6,0.13618318774493018,-0.008702058486497242,0.09442203170546941,0.19533561662640928,acceptable
3,5,1,0.3569243702520643,0.04516240857764393,0.3569243702520643,0.518575912221166,acceptable
3,5,2,0.03483281750633537,0.024574959374444975,0.11419903050199785,0.18214682644556462,acceptable
3,5,3,-0.1037728558592683,-0.09091721077638246,0.04621515332393158,0.20914290360103752,problematic
3,5,4,-0.04732793780077125,-0.022566740564624533,0.039450581439543005,0.1361569788761233,problematic
3,5,5,0.13621820530596704,-0.06704125663690635,0.074241677491527,0.18745004820783465,acceptable
3,5,6,0.048831849589044275,-0.0779463066096528,-0.01687973501431404,0.06593514153661861,acceptable
3,6,1,0.310708130041843,0.020584468029518924,0.15927030438296094,0.29408676346989426,good
3,6,2,0.09057929961875212,-0.07566722544826915,0.006347941945939019,0.05466872867058245,good
3,6,3,-0.03520352738228148,-0.1573932620449054,-0.023277586254427326,0.15734058430609757,acceptable
3,6,4,-0.25832727484401613,-0.08012878474552355,0.061678679400352446,0.11110306218128889,problematic
3,6,5,0.23552084350209151,0.004968211375838094,0.13813236935186005,0.2605265578825211,acceptable
3,6,6,0.04439715580959272,-0.09428620281925831,0.025422994714307163,0.13758408107435957,acceptable
3,7,1,0.05665887469342195,-0.07947343523455874,-0.027737959543526043,0.10319434067728205,acceptable
3,7,2,0.008521735134466878,-0.1325360907548482,0.04548422833044342,0.1415223093291878,acceptable
3,7,3,0.22070330567952226,-0.08608235087678012,0.011102223734934575,0.1296779968833181,good
3,7,4,0.04576961849888545,-0.004860463735820466,0.07416696163365782,0.19228077071986527,acceptable
3,7,5,-0.14460916380316152,-0.13396398632186013,0.009237868953501555,0.10592440772922714,problematic
3,7,6,0.0747163962245477,-0.13285345341215807,0.04678808109529931,0.11271486650142878,acceptable
3,8,1,-0.13014956242979292,-0.1289273608554845,-0.0771446954205681,0.008836832996114421,problematic
3,8,2,0.19544442959902497,0.000807232889615702,0.097808858241181,0.19544442959902497,good
3,8,3,0.057697357511664396,-0.041138415385277335,0.11066097380702497,0.18497601254760448,acceptable
3,8,4,-0.023604206691826703,-0.10289604957070615,-0.006973278159012063,0.10651775946350019,acceptable
3,8,5,0.4909079339995157,0.07056978584667759,0.1397076365026075,0.19215436285619802,good
3,8,6,0.047575412355909515,-0.10971510670701407,0.027763697057260565,0.15363509963853336,acceptable
3,9,1,0.04088952229450928,0.16626495459669044,0.21402481300149537,0.3473176672127897,problematic
3,9,2,-0.05956641367512549,0.014795783931326724,0.15380436099117853,0.23952560056329725,problematic
3,9,3,-0.15741753478942883,-0.15845047456528433,0.01655039325129344,0.1258204085883787,acceptable
3,9,4,-0.1607069829803262,-0.19907925929384998,-0.10873118987561516,0.014745518966114705,acceptable
3,9,5,0.2666055227374713,-0.020152473968234996,0.08959829047186918,0.160642472909362,good
3,9,6,-0.07469486690629921,-0.11879358544861854,0.044542832745807455,0.15535492365102174,acceptable
3,10,1,-0.1554550443851584,0.05571481504491053,0.22648777777561455,0.40246871027065645,problematic
3,10,2,0.004815300780202304,-0.031413079626025985,0.05106026600588399,0.18912537441216828,acceptable
3,10,3,0.12549097524964214,-0.0724546825382753,0.029861412926188387,0.1473374579946102,acceptable
3,10,4,0.010393671194100442,-0.09595395641133114,-0.020546974661661086,0.10209557434691932,acceptable
3,10,5,-0.09628088174194759,-0.03542758683061188,0.18436974421831012,0.28342192965784063,problematic
3,10,6,-0.17585317473192538,-0.06388845044014022,0.05260449640226968,0.23345986622419554,problematic
3,11,1,0.244706554172539,-0.01011043935252151,0.0804459467844548,0.15106276991516887,good
3,11,2,0.08129596803198211,-0.017740867305957808,0.025446593227414726,0.0988815277180224,acceptable
3,11,3,-0.3161965791367605,-0.09865059945138947,-0.028241458308239344,0.09150483994190704,problematic
3,11,4,0.09278950950403034,-0.013943125728259415,0.10058370186163823,0.16141128948138642,acceptable
3,11,5,0.20795770769348115,-0.11923670720783622,-0.021135738605584316,0.06481374738131952,good
3,11,6,0.1342068039353858,-0.22019092508913335,0.01714913971574333,0.11565772028685842,good
3,12,1,0.026330645396824108,0.260340633650344,0.32919627271705365,0.42517521117122936,problematic
3,12,2,-0.1682113259288317,-0.16222415885459718,-0.040711554857672465,0.12473011639241408,problematic
3,12,3,-0.06388533756637046,-0.0318639112419391,0.1177671259736297,0.16757327701061475,problematic
3,12,4,-0.09534622753191063,-0.11703183362048905,0.03852877510537012,0.134184772507996,acceptable
3,12,5,-0.16774732055643832,-0.10960704671004046,0.01151979250617091,0.09808644896950533,problematic
3,12,6,0.1571640253937803,-0.08394600005065088,0.078831668804981,0.19914998624312472,acceptable
4,1,1,0.22019863380882476,-0.06943028961076442,0.02447538825936309,0.13810009976922727,good
4,1,2,-0.06503145744020819,-0.04772622729997493,0.05048870133630741,0.19238590437259975,problematic
4,1,3,0.07945354200852148,-0.0632988968701916,0.03315290645542319,0.08853278673310296,acceptable
4,1,4,0.36460546002876304,-0.020789593108341633,0.09608552074208808,0.1983821723893273,good
4,1,5,0.02372389485608086,0.009900763873617624,0.09051158740827651,0.19859139736820622,acceptable
4,1,6,0.22107106595080964,-0.14539330196143324,-0.054241969291587734,0.09733297406897702,good
4,2,1,0.05335408133382288,0.0809127225951132,0.17615645451150194,0.21954038888761948,problematic
4,2,2,-0.0570299508300003,-0.24532131602745594,-0.11261673118008642,0.003412006465579856,acceptable
4,2,3,-0.2011119088165348,-0.0790684647105585,0.04382511740570667,0.13548355202934104,problematic
