number,init_month,lead,anom_corr
1,7,6,0.11152609125977729
1,8,1,0.07436233142092533
1,8,2,0.080661562485592
1,8,3,0.5111273435536369
1,8,4,0.036229879039198144
1,8,5,-0.14772610284625684
1,8,6,-0.6076771234787542
1,9,1,0.2057725755836961
1,9,2,0.1832518828205048
1,9,3,0.31786844480185567
1,9,4,-0.08912670655838889
1,9,5,0.12016085151386398
1,9,6,-0.12328289974097623
1,10,1,0.2631968526392126
1,10,2,-0.14323517032293734
1,10,3,-0.34479053697482903
1,10,4,-0.054153492440317516
1,10,5,0.34898488227894114
1,10,6,0.09245162388014883
1,11,1,0.15037809291299908
1,11,2,-0.09450944947570464
1,11,3,0.056146529395397035
1,11,4,-0.019499876246188888
1,11,5,0.05820708111390477
1,11,6,0.06277132957721104
1,12,1,0.3207815021081588
1,12,2,-0.05614810205724041
1,12,3,0.18066472440009446
1,12,4,0.2811415423129626
1,12,5,0.19382627690164936
1,12,6,0.14838866172214646
2,1,1,0.2552544504707359
2,1,2,0.04057175759528635
2,1,3,0.001603999178464776
2,1,4,0.19880718988637364
2,1,5,0.44165597970370046
2,1,6,0.5010283924635854
2,2,1,-0.014501654789928743
2,2,2,0.036961000497852406
2,2,3,0.1758432872127747
2,2,4,0.266749681086579
2,2,5,0.3115771192872138
2,2,6,0.10513165874946864
2,3,1,0.20679804877049626
2,3,2,0.11326713895915845
2,3,3,0.151237259099826
2,3,4,0.09927043021311259
2,3,5,0.028039068673139288
2,3,6,0.10788213811112309
2,4,1,0.15648634961141067
2,4,2,0.47610742177777987
2,4,3,0.37529501919654545
2,4,4,0.018727285192667205
2,4,5,0.3564161912583575
2,4,6,0.43304977916452886
2,5,1,0.23407503180666767
2,5,2,0.13810059074643827
2,5,3,0.22327703529229107
2,5,4,0.0021831848596433464
2,5,5,0.1548659341796239
2,5,6,0.06838649308100826
2,6,1,0.4868037802367304
2,6,2,0.35278608882682005
2,6,3,0.153333342276693
2,6,4,0.21863356191209568
2,6,5,0.020917965913749236
2,6,6,-0.006293601411793288
2,7,1,0.27402813859073755
2,7,2,-0.010677899781752149
2,7,3,0.1459406711192245
2,7,4,0.277809572674903
2,7,5,0.2559056744464945
2,7,6,0.27325942854322355
2,8,1,-0.014575468401972084
2,8,2,0.07929301622308124
2,8,3,0.31264459594385086
2,8,4,0.25968782860427353
2,8,5,0.0815165138254656
2,8,6,-0.006432536736142843
2,9,1,0.2323774406602433
2,9,2,0.24246557425520954
2,9,3,0.14953771960553838
2,9,4,-0.1780181504541786
2,9,5,-0.05062812728794943
2,9,6,0.23342905121905239
2,10,1,0.2597923214821382
2,10,2,0.5010028596724655
2,10,3,-0.07835384015909769
2,10,4,0.0346189231085872
2,10,5,-0.12894521146632382
2,10,6,0.17200057913042782
2,11,1,0.10754552234424011
2,11,2,-0.03689469432587549
2,11,3,0.25669470522987625
2,11,4,0.15435557116579132
2,11,5,-0.12919283770391646
2,11,6,0.12352956671067379
2,12,1,0.2669720540588064
2,12,2,0.26578048493360196
2,12,3,0.12744424434406398
2,12,4,-0.2202395746897673
2,12,5,0.06396972634561221
2,12,6,-0.07666547349659363
3,1,1,0.18131201960458984
3,1,2,-0.07085920703664321
3,1,3,-0.134804051177954
3,1,4,-0.08389969097471686
3,1,5,0.40858292771090093
3,1,6,0.1636503930562041
3,2,1,0.18239888306139868
3,2,2,-0.1594947726297669
3,2,3,0.34525150293853624
3,2,4,0.11307961123959778
3,2,5,0.3030773052268893
3,2,6,0.18977151071044474
3,3,1,0.24881033088763316
3,3,2,0.2602831095052476
3,3,3,0.29413535578703903
3,3,4,0.11458823810195574
3,3,5,-0.0891440834046795
3,3,6,0.2623541148486136
3,4,1,-0.10464958531512664
3,4,2,-0.06255885677616556
3,4,3,-0.15100006315482561
3,4,4,-0.11880457163178233
3,4,5,0.16543832017728735
3,4,6,0.4078648583329553
3,5,1,0.3291001593715593
3,5,2,0.09189147327921064
3,5,3,0.06366405215325793
3,5,4,0.06752644262940427
3,5,5,-0.0880662143861372
3,5,6,-0.07005129163334808
3,6,1,0.2980196215573474
3,6,2,0.12752069877979297
3,6,3,-0.06751637427336256
3,6,4,-0.024900330518097324
3,6,5,0.20993176354088813
3,6,6,-0.06908840668447827
3,7,1,0.34825150946107125
3,7,2,0.09732575252783873
3,7,3,0.19501023300769754
3,7,4,0.061319512597338297
3,7,5,-0.054484093579165935
3,7,6,-6.136571015708682e-05
3,8,1,0.0268120673897399
3,8,2,0.12393068736149696
3,8,3,-0.009198872036090657
3,8,4,-0.11798160975974337
3,8,5,0.24573236334402185
3,8,6,-0.029954927980364313
3,9,1,0.35153281800666375
3,9,2,-0.01388722472431195
3,9,3,0.05762216650581456
3,9,4,-0.3182124145955995
3,9,5,0.25331315427647116
3,9,6,-0.01771621528986843
3,10,1,0.03795506407842217
3,10,2,-0.026418156110811268
3,10,3,-0.0049857775530813015
3,10,4,-0.04855078176619074
3,10,5,-0.036318899243978894
3,10,6,-0.13535140863160344
3,11,1,0.14385946985206866
3,11,2,0.04329901745063581
3,11,3,-0.12642680025897152
3,11,4,0.050356897914846675
3,11,5,0.24637959813380694
3,11,6,0.16915532726867394
3,12,1,-0.11292157483231503
3,12,2,-0.11198009982687954
3,12,3,-0.0981417341101887
3,12,4,-0.13956345020347438
3,12,5,-0.07867397142703048
3,12,6,0.032987802104156985
4,1,1,0.11939056552912691
4,1,2,0.12582493224479216
4,1,3,0.04530195534675278
4,1,4,0.34133725606018933
4,1,5,-0.0439007611070618
4,1,6,0.39078816037812136
4,2,1,-0.0013079698024060875
4,2,2,-0.05989790943768774
4,2,3,-0.19462883626099375
4,2,4,0.07417921542239604
4,2,5,0.08923796554524853
4,2,6,0.05639492191768223
4,3,1,0.2504784353676367
4,3,2,0.017044782683573383
4,3,3,0.3612634273660727
4,3,4,0.33342884705277354
4,3,5,0.011684445415477463
4,3,6,0.09772261806011802
4,4,1,-0.03942578689142907
4,4,2,0.202263759267988
4,4,3,-0.03655637829723999
4,4,4,-0.02134016829475564
4,4,5,0.22817393332895372
4,4,6,-0.10071800482197622
4,5,1,-0.0021093270215631213
4,5,2,0.20446539985186613
4,5,3,0.19797308164844762
4,5,4,0.06297627091748896
4,5,5,0.0924195599528293
4,5,6,0.23008072503113192
4,6,1,0.44477143965792426
4,6,2,0.06870100397166147
4,6,3,0.30151334079336484
4,6,4,0.1252127610919948
4,6,5,0.26362599633830347
4,6,6,-0.0715973865904518
4,7,1,0.2453734335161774
4,7,2,0.2587167839986321
4,7,3,0.22333494999965514
4,7,4,0.2632708846357259
4,7,5,0.09123263074350535
4,7,6,0.0352817106787101
4,8,1,0.1874799244435055
4,8,2,-0.2871634206602013
4,8,3,0.2111240576320123
4,8,4,0.1083989637913863
4,8,5,0.0957185261097132
4,8,6,-0.053625218807006846
4,9,1,0.202156083372197
4,9,2,0.18985081265938922
4,9,3,0.3888976491860851
4,9,4,-0.06708432032979603
4,9,5,0.10388920945559539
4,9,6,-0.050731713912440586
4,10,1,-0.060180861226780326
4,10,2,0.20780333206615162
4,10,3,-0.005020738248867373
4,10,4,-0.01465107619880216
4,10,5,0.05777323649111988
4,10,6,-0.006722863120906803
4,11,1,0.05344393656604252
4,11,2,-0.15567291460221727
4,11,3,-0.0025853098035842625
4,11,4,0.21049868502189353
4,11,5,-0.1613139213491201
4,11,6,0.14988692860006328
4,12,1,-0.010639290709341446
4,12,2,0.11669528472651232
4,12,3,-0.19957446775272994
4,12,4,0.026468507204910695
4,12,5,0.06961987257836648
4,12,6,0.33341235457566526
5,1,1,0.25024999578983365
5,1,2,0.19943847497031872
5,1,3,0.1335052455699938
5,1,4,0.008071252962610976
5,1,5,0.04842206112473644
5,1,6,-0.1451625243442827
5,2,1,-0.013882890883675092
5,2,2,0.1236142831166032
5,2,3,0.007678316571925681
5,2,4,0.4800026448209812
5,2,5,0.32561271641159545
5,2,6,0.08402071304250168
5,3,1,0.10844708520667275
5,3,2,0.24484447330478765
5,3,3,0.20345387153097924
5,3,4,0.13740479390616103
5,3,5,-0.01769240401771134
5,3,6,0.34267209966745543
5,4,1,-0.05402884875740851
5,4,2,-0.014476466775661312
5,4,3,-0.1457144170059441
5,4,4,-0.34091231436007974
5,4,5,-0.028503055910642682
5,4,6,0.15968898158937425
5,5,1,-0.09252056418003511
5,5,2,0.1562738283647796
5,5,3,-0.12905656128793763
5,5,4,0.4370143081162861
5,5,5,0.07401073240697324
5,5,6,0.009354796422888337
5,6,1,0.211408684484599
5,6,2,0.10281205966974952
5,6,3,0.021504013150631218
5,6,4,-0.16669067059580006
5,6,5,0.10049772298766667
5,6,6,0.28853537298192894
5,7,1,0.21627744881913666
5,7,2,0.048945462998846063
5,7,3,-0.08196650724161923
5,7,4,0.415513184902113
5,7,5,0.20552969778859548
5,7,6,0.055115213393813714
5,8,1,-0.010740648644633751
5,8,2,0.0006893076481276877
5,8,3,-0.1532881642245464
5,8,4,-0.04939275397788093
5,8,5,0.23290949943328854
5,8,6,-0.26419474141361066
5,9,1,0.0374117710480665
5,9,2,0.450923375350059
5,9,3,0.19052473410060208
5,9,4,-0.10442498977224857
5,9,5,0.206876080039158
5,9,6,-0.03244205579318964
5,10,1,0.22520548150230416
5,10,2,0.36554268296275544
5,10,3,0.1061732014481769
5,10,4,-0.03126507386320353
5,10,5,0.19394101808512773
5,10,6,0.029842002805333244
5,11,1,0.08495749118249309
5,11,2,0.038827616522242675
5,11,3,-0.16025032283002033
5,11,4,0.4123890572928926
5,11,5,-0.011810946278484977
5,11,6,-0.14838934118673147
5,12,1,0.27145284093220434
5,12,2,-0.2234044097515698
5,12,3,0.028660921066199854
5,12,4,-0.1822134718523541
5,12,5,0.24568791133800896
5,12,6,0.2972253240442499
6,1,1,0.2748363314225579
6,1,2,0.5545037225026761
6,1,3,0.28331211570953924
6,1,4,0.3811203316183764
6,1,5,0.2428456337689851
6,1,6,-0.16756275777168878
6,2,1,0.025245519740200006
6,2,2,0.2550069713309521
6,2,3,0.17907217875047557
6,2,4,0.13890586492527754
6,2,5,0.18216462597298688
6,2,6,0.16726593558683864
6,3,1,0.20276708830320464
6,3,2,0.12616792490076748
6,3,3,0.31443904214682766
6,3,4,-0.1449011293024412
6,3,5,-0.18074626301298935
6,3,6,0.35829326580097715
6,4,1,-0.010048918195444238
6,4,2,0.20357261877599606
6,4,3,0.22343783868032063
6,4,4,0.40382975158231327
6,4,5,0.1778940599981173
6,4,6,0.03457660005305716
6,5,1,-0.012006815241754839
6,5,2,0.023274233088270948
6,5,3,0.1623532006412143
6,5,4,0.17735710614434666
6,5,5,-0.15154531814633987
6,5,6,-0.13442694408919573
6,6,1,0.44855952578066866
6,6,2,0.18371604426286384
6,6,3,0.1601032906777498
6,6,4,0.14237795523578792
6,6,5,0.29881856031315696
6,6,6,0.10249998582648799
6,7,1,0.13817422093793402
6,7,2,0.15426863430378748
6,7,3,-0.09974844132687553
6,7,4,0.028422723080295267
6,7,5,0.046069044365827254
6,7,6,0.15510702009170274
6,8,1,0.12505102594000433
6,8,2,0.0871539443921508
6,8,3,0.12641706460192714
6,8,4,0.1924649390657477
6,8,5,0.11987634998037217
6,8,6,0.2774921615308608
6,9,1,0.030540742291443195
6,9,2,0.04843308668138524
6,9,3,-0.21955459112058423
6,9,4,-0.12183700509266863
6,9,5,0.10075291740372463
6,9,6,0.23442746607489984
6,10,1,0.1680915389263328
6,10,2,0.3138446043304571
6,10,3,0.30880145229699735
6,10,4,0.1342360284016701
6,10,5,-0.15415557352904966
6,10,6,-0.00511454770095524
6,11,1,0.10865584875165459
6,11,2,0.03708847330554161
6,11,3,-0.1947453778555753
6,11,4,0.017652940066828385
6,11,5,0.24329449385702542
6,11,6,0.035115915217186544
6,12,1,0.2151898878794922
6,12,2,0.00043860384773969856
6,12,3,0.20743556678541275
6,12,4,0.03941419764425552
6,12,5,0.21611371773996793
6,12,6,0.30714024899009723
7,1,1,0.015193789279885206
7,1,2,0.14007860652285972
7,1,3,0.15088472964076105
7,1,4,0.18619148196885574
7,1,5,0.026166123904276008
7,1,6,0.37285918287546
7,2,1,-0.09658276816129145
7,2,2,0.16173507715615398
7,2,3,0.08935703730569086
7,2,4,0.05841196682993408
7,2,5,0.20295994300779371
7,2,6,-0.044739199087729456
7,3,1,0.07892086227508513
7,3,2,-0.09694971649575596
7,3,3,0.2816928092778669
7,3,4,0.3752443644126283
7,3,5,0.18045144849755815
7,3,6,0.21264366314017374
7,4,1,0.11981417253006652
7,4,2,0.2431461355256196
7,4,3,0.37672373899772077
7,4,4,0.11523803616578393
7,4,5,0.09669070685607942
7,4,6,-0.19990514581805757
7,5,1,0.11014036554993521
7,5,2,0.09737889000942532
7,5,3,-0.10194435068899382
7,5,4,0.14561383003974337
7,5,5,0.05518328083151834
7,5,6,0.306549718113509
7,6,1,0.68866455590086
7,6,2,0.18645240566019286
7,6,3,0.16713628553878657
7,6,4,-0.11612502911606984
7,6,5,-0.04060397944696975
7,6,6,0.03247498759116914
7,7,1,0.00029599533193886486
7,7,2,0.3145770499855546
7,7,3,0.24085316293698555
7,7,4,0.19841850973966746
7,7,5,0.25349910342719545
7,7,6,0.17103035678061124
7,8,1,0.0531927291635138
7,8,2,0.034297452966333346
7,8,3,0.31005411417993456
7,8,4,-0.0909692965946137
7,8,5,0.08159427870447065
7,8,6,0.12227436216437573
7,9,1,0.22016383690133848
7,9,2,0.2598907105970625
7,9,3,-0.21390331476531282
7,9,4,-0.30244581380148555
7,9,5,-0.02767055762502827
7,9,6,0.14511174995028883
7,10,1,0.23286624651993784
7,10,2,-0.1965474246962938
7,10,3,0.07221718612835115
7,10,4,-0.04028500526983918
7,10,5,-0.10862978729623979
7,10,6,-0.1425147077519642
7,11,1,0.3172328061452502
7,11,2,0.12380824410271969
7,11,3,0.17715021861897381
7,11,4,0.12094848752810672
7,11,5,0.030922106781322935
7,11,6,-0.0005716192467822865
7,12,1,0.23499071382971334
7,12,2,0.20567575868963084
7,12,3,0.17765387019665818
7,12,4,0.32018090908822083
7,12,5,-0.25351328474728857
7,12,6,0.29108558170611615
8,1,1,-0.18948780722277006
8,1,2,0.11900096852299015
8,1,3,0.06460174504269929
8,1,4,0.4318268740558032
8,1,5,0.005833766899054628
8,1,6,0.31776494660313626
8,2,1,0.28173995756023035
8,2,2,0.15176327376737747
8,2,3,-0.20235186098920163
8,2,4,0.3666889906234725
8,2,5,0.23201757258629455
8,2,6,0.08781988218608758
8,3,1,0.17987526081794822
8,3,2,0.3013098270922225
8,3,3,-0.04886516038472186
8,3,4,0.13416346639850335
8,3,5,0.19777744860535482
8,3,6,0.21943027037132173
8,4,1,0.00863988121368846
8,4,2,-0.06352585440777278
8,4,3,0.08873274806379719
8,4,4,0.11599917860449803
8,4,5,0.40666081826444966
8,4,6,0.18001903760143043
8,5,1,0.14583670191905615
8,5,2,0.28116293079235893
8,5,3,-0.023800610814876045
8,5,4,0.34860753953668516
8,5,5,0.05265144398446167
8,5,6,0.026347439803313215
8,6,1,0.37467739604857947
8,6,2,-0.07600330374629034
8,6,3,0.26125923686065927
8,6,4,0.06753803646613182
8,6,5,0.23383298076193587
8,6,6,0.2871760502945165
8,7,1,0.3871974555679639
8,7,2,0.2212003677013813
8,7,3,-0.25595971188384364
8,7,4,-0.014230149396043619
8,7,5,-0.15598835787761628
8,7,6,-0.13291993797062912
8,8,1,0.0857391143413449
8,8,2,0.26959984066892223
8,8,3,0.2088315714141948
8,8,4,0.11783332034664355
8,8,5,0.3684161101150673
8,8,6,0.03912647739202027
8,9,1,0.3017226717551825
8,9,2,0.18915928816149868
8,9,3,-0.1754541535926738
8,9,4,0.1674421209642822
8,9,5,-0.015948586450576674
8,9,6,-0.22156061886986367
8,10,1,0.17277945597957053
8,10,2,0.04045124572489454
8,10,3,0.2570659036754176
8,10,4,0.40513460635544934
8,10,5,0.15661012897421087
8,10,6,0.3234471055909548
8,11,1,-0.017129499441744193
8,11,2,0.3863483173781979
8,11,3,0.20838970863425846
8,11,4,-0.08596730731591878
8,11,5,-0.11701832377204613
8,11,6,-0.3138813912818641
8,12,1,0.04992869259910121
8,12,2,0.2831756913558051
8,12,3,0.00729914176707283
8,12,4,0.06514393619189668
8,12,5,0.03666410987413102
8,12,6,0.3048157983585641
9,1,1,0.09493719101338495
9,1,2,0.09503841253788133
9,1,3,0.24148015209552143
9,1,4,0.2819858331748836
9,1,5,0.042784183451106475
9,1,6,-0.2101600330340908
9,2,1,0.1989728663510373
9,2,2,-0.031220124512592578
9,2,3,0.2833479237407592
9,2,4,0.3445287040804426
9,2,5,0.2623769436072972
9,2,6,0.3864103214286582
9,3,1,0.007390968128044421
9,3,2,0.056868638301799286
9,3,3,0.04139653217624348
9,3,4,0.1998735345813981
9,3,5,0.2093586041457936
9,3,6,0.30322513879208873
9,4,1,0.1455417740102689
9,4,2,0.13489343565889905
9,4,3,0.02570539405741474
9,4,4,0.06739559008242338
9,4,5,0.29690263348107726
9,4,6,-0.11070198730223058
9,5,1,0.3899141092178642
9,5,2,0.29118551759791717
9,5,3,0.10947735269490423
9,5,4,0.2769255767415031
9,5,5,0.3309354228468407
9,5,6,0.21213831999185076
9,6,1,0.35552091679703224
9,6,2,0.10123730131563832
9,6,3,0.2716990740618929
9,6,4,0.1331936659008145
9,6,5,-0.07576889499174456
9,6,6,0.04099703845179843
9,7,1,0.3218231773778667
9,7,2,0.27654809167037064
9,7,3,0.005506731158796551
9,7,4,0.3271401477655652
9,7,5,-0.2857610600947481
9,7,6,-0.17630146007473005
9,8,1,0.04890454353121739
9,8,2,0.16601116362752846
9,8,3,0.030499793475417997
9,8,4,-0.2724545572384201
9,8,5,-0.07249719717646044
9,8,6,0.2395427401722556
9,9,1,0.16725602581025595
9,9,2,0.13714344771032363
9,9,3,0.21714027837451527
9,9,4,0.26253611771580837
9,9,5,0.07485401058870422
9,9,6,-0.16428396413303958
9,10,1,-0.014515555788064202
9,10,2,0.04121562333882743
9,10,3,0.08625472283590722
9,10,4,0.07970525863752566
9,10,5,0.35137904424643046
9,10,6,0.34984914876837353
9,11,1,0.20389415634113373
9,11,2,-0.26891348304958995
9,11,3,0.20324638851282834
9,11,4,0.17765726291130407
9,11,5,0.0999031377075963
9,11,6,-0.2503079547934292
9,12,1,0.158357874344186
9,12,2,0.22044745707291807
9,12,3,0.04468617482833503
9,12,4,0.14978244899801194
9,12,5,0.23303986080616645
9,12,6,0.17052404429784201
10,1,1,0.12883442528168446
10,1,2,0.02851358308453371
10,1,3,0.11399060827417558
10,1,4,-0.05285047851970519
10,1,5,0.036954054490245074
10,1,6,0.06273039745974365
10,2,1,-0.06800349905868408
10,2,2,0.21417879637857326
10,2,3,-0.08131363905944815
10,2,4,0.11045752197837949
10,2,5,0.18856824522708238
10,2,6,0.026753537457396535
10,3,1,0.22207598705943923
10,3,2,0.044676580721413665
10,3,3,0.19247833808102804
10,3,4,0.025087479532331623
10,3,5,0.11397568895574624
10,3,6,0.21650777827283707
10,4,1,0.1977640230986998
10,4,2,-0.0231684277843629
10,4,3,0.16561464709014392
10,4,4,0.05991993147097028
10,4,5,0.14558651856331523
10,4,6,0.20441533143577803
10,5,1,0.24576029016552153
10,5,2,0.03281078439206757
10,5,3,0.09678690992461371
10,5,4,-0.004385358032744561
10,5,5,0.0075881756858752055
10,5,6,0.023933052840898465
10,6,1,0.5108156248753337
10,6,2,0.3620549430001029
10,6,3,0.3411165834606503
10,6,4,-0.04989257659254099
10,6,5,0.24313204046778356
10,6,6,-0.00671621929922251
10,7,1,0.31701935515621515
10,7,2,0.1926868290923731
10,7,3,0.17787259273190173
10,7,4,0.05072734276926146
10,7,5,-0.08430654082902608
10,7,6,-0.028134186899832957
10,8,1,0.10485625282014326
10,8,2,0.12044121696153799
10,8,3,0.1203684226719403
10,8,4,0.08394648523889678
10,8,5,0.27478799123222847
10,8,6,0.020355259428134483
10,9,1,0.3822290735532992
10,9,2,0.4906665512011025
10,9,3,-0.13949570251477766
10,9,4,-0.13851393080776636
10,9,5,0.291971995005548
10,9,6,0.010721512601464051
10,10,1,0.16766315055426684
10,10,2,0.014684794073528604
10,10,3,-0.14420272561652608
10,10,4,-0.20294770020344086
10,10,5,-0.0007239821458659471
10,10,6,0.11183034516534276
10,11,1,-0.07785491403487123
10,11,2,-0.04292182657706107
10,11,3,0.05334925774023077
10,11,4,0.028433885469524276
10,11,5,0.16309231721731557
10,11,6,0.3589895118905211
10,12,1,0.2531550588267111
10,12,2,0.1668924220394862
10,12,3,-0.30385027791792085
10,12,4,0.013598371075040408
10,12,5,0.11979853290700163
10,12,6,0.05142801871991202
11,1,1,0.09769792763512275
11,1,2,0.24047720947277657
11,1,3,0.318906601407413
11,1,4,0.14336898331469033
11,1,5,0.15619944658611842
11,1,6,0.14921300654996195
11,2,1,-0.0821020610908546
11,2,2,0.014527867634154526
11,2,3,0.09336046482247601
11,2,4,0.10713741515805127
11,2,5,0.21359780356124777
11,2,6,-0.15347478700675776
11,3,1,-0.024061922656576074
11,3,2,0.34416109074657464
11,3,3,0.1702785763636284
11,3,4,0.30374198642698375
11,3,5,0.058070742951700303
11,3,6,0.2627718519448302
11,4,1,0.04239702609279034
11,4,2,0.2731222006653501
11,4,3,0.055565914693419545
11,4,4,-0.3662099154182852
11,4,5,0.09673013812014099
11,4,6,0.01997006256367562
11,5,1,-0.06989982810062217
11,5,2,-0.06235862771546993
11,5,3,-0.13042232076688348
11,5,4,0.17642987474711871
11,5,5,0.0959655477690163
11,5,6,-0.2732581771926433
11,6,1,0.20608823508197785
11,6,2,0.14194276746160953
11,6,3,0.004343032168444476
11,6,4,0.033425277244177216
11,6,5,0.0983706720706889
11,6,6,-0.140024698056434
11,7,1,0.25869166566353297
11,7,2,0.04741669452733869
11,7,3,-0.3049552006446477
11,7,4,0.1391291850308269
11,7,5,0.145097195034704
11,7,6,-0.116131248135081
11,8,1,0.1891008670623815
11,8,2,0.3698640995283081
11,8,3,0.0838062825018417
11,8,4,-0.0952086220498287
11,8,5,0.21531781002522618
11,8,6,0.12084708552104562
11,9,1,0.30688229074009005
11,9,2,0.192959266616706
11,9,3,0.34243588695999083
11,9,4,0.2904505368111055
11,9,5,-0.2653478291648471
11,9,6,-0.266724679865708
11,10,1,0.1979703741201792
11,10,2,-0.2663526782208005
11,10,3,0.1732367661016255
11,10,4,0.0542290785454108
11,10,5,0.1660302177288661
11,10,6,-0.02574600120820225
11,11,1,-0.05026541648374981
11,11,2,-0.07042554178270521
11,11,3,0.003760477025454528
11,11,4,0.2780023915334635
11,11,5,-0.12326170799309778
11,11,6,-0.16060046994202823
11,12,1,0.19325370260321556
11,12,2,0.005959017933829492
11,12,3,0.12520025871841767
11,12,4,-0.14452626082785672
11,12,5,0.17365949332340344
11,12,6,0.2589129868882868
12,1,1,0.051966461125713764
12,1,2,0.027679606394216683
12,1,3,-0.05010703403214198
12,1,4,0.14027245012981576
12,1,5,-0.04274703354328989
12,1,6,-0.17659605969795625
12,2,1,0.03513899806894816
12,2,2,-0.21073325619474825
12,2,3,0.2758394553471924
12,2,4,0.4278879969426458
12,2,5,0.256376887265
12,2,6,0.13198084389243836
12,3,1,0.2200460253902903
12,3,2,0.2709797535487771
12,3,3,0.1790831135334751
12,3,4,0.06535679657888567
12,3,5,0.12363090663355879
12,3,6,0.058525586455274614
12,4,1,0.12935786398813715
12,4,2,0.3022128425129121
12,4,3,-0.21024594786288092
12,4,4,0.06839069017186658
12,4,5,0.09748017585703098
12,4,6,-0.12996756291706316
12,5,1,0.25081829998659083
12,5,2,0.3801205370151799
12,5,3,0.1976259607555071
12,5,4,0.17850588160719016
12,5,5,-0.052725347000300384
12,5,6,0.25314125309709107
12,6,1,0.5037959803330359
12,6,2,0.19260892263038365
12,6,3,0.5187779653724738
12,6,4,-0.03667527120334722
12,6,5,0.15387792993242816
12,6,6,-0.18806595143863436
12,7,1,0.25887030571529646
12,7,2,0.30417921424318545
12,7,3,0.1314563141768208
12,7,4,0.20720841982903862
12,7,5,-0.16458727205433332
12,7,6,-0.2097068026032056
12,8,1,0.10520973072355988
12,8,2,-0.030159597194548984
12,8,3,0.2036025522792818
12,8,4,-0.1662258163301454
12,8,5,-0.25353142788111843
12,8,6,0.3505828951049209
12,9,1,0.29429500500658623
12,9,2,0.22181826377973496
12,9,3,0.32996550208864955
12,9,4,-0.1057175926685941
